"","User.ID","ISBN","Book.Rating"
"201",278541,"0142001740",9
"202",278543,"0446605239",5
"203",278550,"0345339703",10
"204",278552,"0671021001",7
"205",278552,"0671510053",8
"206",278554,"0060096195",9
"207",278554,"0385730586",9
"208",278556,"0671028375",7
"209",278561,"0446612545",7
"210",278582,"0312983298",3
"211",278582,"0312990456",5
"212",278582,"0345350499",10
"213",278582,"1400034779",10
"214",278586,"0440224624",3
"215",278586,"0446606812",5
"216",278633,"0060987561",10
"217",278633,"0140244824",7
"218",278633,"0142000205",7
"219",278633,"0316096199",8
"220",278633,"0316666343",9
"221",278633,"0440226430",9
"222",278633,"0446679593",8
"223",278633,"0449907481",6
"224",278633,"0671038184",8
"225",278653,"0446606812",6
"226",278663,"0061097314",4
"227",278663,"0440223202",10
"228",278672,"0679731148",7
"229",278755,"0385492081",1
"230",278773,"0380731851",8
"231",278798,"0316284955",7
"232",278798,"0786868015",7
"233",278800,"0312995423",9
"234",278832,"155874262X",10
"235",278843,"0060173289",9
"236",278843,"0060517794",7
"237",278843,"0142000205",9
"238",278843,"0440211263",7
"239",278843,"059035342X",8
"240",278843,"0786881852",8
"241",278854,"0553579606",8
"242",9,"0452264464",6
"243",16,"0345402871",9
"244",26,"0446310786",10
"245",26,"0449005615",9
"246",42,"0553582747",7
"247",51,"0440225701",9
"248",91,"0316769487",9
"249",97,"0671867156",7
"250",99,"0446677450",10
"251",99,"0451166892",3
"252",114,"0446612545",9
"253",114,"0671027360",10
"254",125,"0679429220",10
"255",165,"0060976845",9
"256",165,"0446612545",5
"257",185,"0380778556",10
"258",243,"0060915544",10
"259",243,"0060977493",7
"260",243,"0316601950",9
"261",243,"0316776963",9
"262",243,"0375400117",10
"263",243,"0385720106",7
"264",243,"044023722X",7
"265",243,"0446364800",9
"266",243,"0446606383",6
"267",243,"0449006522",6
"268",243,"155874262X",5
"269",244,"0060977493",7
"270",244,"0060987103",8
"271",244,"0151008116",9
"272",244,"0525947647",9
"273",244,"0804111359",8
"274",244,"155874262X",6
"275",244,"1558744150",6
"276",254,"0142001740",9
"277",254,"0380789035",10
"278",254,"0439064872",9
"279",254,"0439136350",9
"280",254,"0451524934",9
"281",254,"0451526341",8
"282",254,"0590353403",9
"283",254,"0671021001",7
"284",256,"044023722X",8
"285",280,"0316769487",7
"286",332,"0380730138",6
"287",367,"0449005615",9
"288",388,"0060976845",3
"289",388,"006101351X",6
"290",388,"1878424319",7
"291",424,"0671021001",6
"292",424,"0805063897",8
"293",433,"0842329129",5
"294",440,"0786868015",7
"295",446,"039914739X",3
"296",453,"0312278586",6
"297",486,"0060976845",8
"298",486,"0451202341",8
"299",487,"0385490992",7
"300",493,"0385472951",8
"301",496,"0425182878",8
"302",496,"055356451X",8
"303",503,"068484267X",10
"304",503,"1558743669",10
"305",505,"0345313860",7
"306",507,"0142001740",10
"307",507,"0553583468",7
"308",508,"0440122090",7
"309",523,"0060930187",8
"310",558,"0446364193",8
"311",566,"0399144463",2
"312",567,"0140185216",10
"313",595,"0140293248",9
"314",595,"0446610399",9
"315",595,"0446672211",10
"316",638,"0316666343",10
"317",638,"0316693006",10
"318",638,"0316693200",9
"319",638,"0316769487",10
"320",638,"0316776963",10
"321",638,"0316789089",10
"322",638,"0316969443",10
"323",638,"0345339711",10
"324",638,"0385420161",9
"325",638,"0385504209",10
"326",638,"0385505833",10
"327",638,"0446523569",10
"328",638,"0446531332",10
"329",638,"0670892963",7
"330",638,"0679746048",7
"331",641,"0064407667",5
"332",657,"038529929X",6
"333",660,"1573229571",8
"334",685,"0743211383",10
"335",695,"0451205421",7
"336",709,"0316666343",3
"337",709,"0345391802",7
"338",709,"0440219078",10
"339",735,"038533334X",4
"340",746,"0394820371",8
"341",763,"0671510053",10
"342",763,"0805062971",10
"343",774,"055321313X",8
"344",778,"039914739X",10
"345",785,"0743237188",5
"346",786,"0553584510",6
"347",805,"0060928336",7
"348",805,"0156027321",9
"349",805,"0316777730",7
"350",805,"039592720X",9
"351",805,"0440215625",8
"352",805,"0452282152",8
"353",805,"0671003755",8
"354",819,"0345384466",5
"355",819,"0446364193",7
"356",824,"0679734775",5
"357",834,"0671027344",7
"358",843,"006019491X",8
"359",882,"0064401847",10
"360",882,"0380018179",10
"361",882,"0385504209",10
"362",882,"0440235162",10
"363",882,"0515135062",6
"364",882,"0553250426",10
"365",882,"0553572997",10
"366",882,"0679429220",9
"367",882,"067976402X",10
"368",885,"0804106304",5
"369",899,"0971880107",2
"370",900,"0060928336",9
"371",901,"0099771519",9
"372",915,"0156027321",10
"373",929,"0439404371",8
"374",929,"0440224624",6
"375",929,"0451169530",6
"376",929,"0553296981",10
"377",929,"0671617028",8
"378",938,"0385335482",9
"379",941,"0553258001",9
"380",999,"0441003257",7
"381",1008,"0312195516",9
"382",1009,"0671028375",10
"383",1021,"0060930535",10
"384",1022,"0375702709",10
"385",1024,"0060916508",7
"386",1024,"0671038184",5
"387",1025,"0060928336",5
"388",1025,"0380012863",8
"389",1025,"0552996009",9
"390",1025,"068484267X",9
"391",1031,"0671027360",7
"392",1032,"038531258X",10
"393",1032,"0446310786",10
"394",1040,"0743225406",5
"395",1054,"1400034779",8
"396",1060,"0786885688",8
"397",1075,"0142001740",10
"398",1075,"0316666343",7
"399",1075,"0375726403",7
"400",1075,"0385504209",7
"401",1075,"0767902521",9
"402",1075,"1400034779",5
"403",1083,"014131088X",10
"404",1083,"080410753X",7
"405",1108,"0385508417",7
"406",1111,"0385510438",8
"407",1116,"0425185710",6
"408",1118,"0399144463",8
"409",1129,"0064407667",4
"410",1129,"014025448X",7
"411",1129,"0385472951",6
"412",1129,"0385493800",6
"413",1131,"0060934417",8
"414",1131,"0060976845",7
"415",1131,"0070212570",7
"416",1131,"0312243022",8
"417",1131,"0312983824",6
"418",1131,"0345370805",7
"419",1131,"0375703055",7
"420",1131,"0446672211",7
"421",1131,"0671004565",6
"422",1131,"0671793489",7
"423",1131,"0743418174",7
"424",1161,"0375725784",5
"425",1167,"0440224675",8
"426",1178,"0440940001",2
"427",1210,"0679731148",9
"428",1211,"0099771519",9
"429",1211,"0385504209",9
"430",1235,"0345378490",9
"431",1248,"0449912558",10
"432",1249,"0440226430",5
"433",1249,"0671004565",8
"434",1254,"0894805770",10
"435",1254,"089480829X",10
"436",1261,"0316776963",8
"437",1261,"0345438329",6
"438",1261,"0452282152",7
"439",1261,"0688177751",8
"440",1264,"0375707972",8
"441",1281,"0345446860",7
"442",1294,"0399145087",7
"443",1297,"0679731148",7
"444",1309,"0316969680",7
"445",1343,"0552996009",9
"446",1359,"0399501487",7
"447",1376,"0345417623",8
"448",1376,"0425177173",9
"449",1377,"0440224764",8
"450",1389,"0553572997",9
"451",1396,"0380727501",10
"452",1412,"0156027321",9
"453",1412,"0345416260",9
"454",1412,"0385486804",9
"455",1412,"0385512104",9
"456",1424,"0060930535",7
"457",1424,"0061015725",8
"458",1424,"0061097314",5
"459",1424,"0099771519",8
"460",1424,"0385720106",7
"461",1424,"0671776134",8
"462",1424,"0767902521",8
"463",1424,"0804106304",6
"464",1427,"0062502182",10
"465",1433,"0743418174",3
"466",1434,"0060175400",10
"467",1435,"0060915544",10
"468",1435,"0345378490",5
"469",1435,"0446672211",8
"470",1435,"0671024248",4
"471",1435,"068484267X",8
"472",1435,"0684848783",5
"473",1435,"080410753X",10
"474",1435,"0971880107",5
"475",1435,"155874262X",10
"476",1436,"044022165X",6
"477",1486,"0971880107",5
"478",1489,"0385492081",8
"479",1504,"0345370775",8
"480",1511,"0345391802",9
"481",1513,"0671510053",8
"482",1515,"0671027344",9
"483",1519,"0671028375",8
"484",1530,"044023722X",8
"485",1535,"067976402X",10
"486",1548,"0312243022",8
"487",1548,"034540288X",5
"488",1548,"0425167313",8
"489",1548,"0452282152",8
"490",1558,"0609610597",10
"491",1559,"0060173289",10
"492",1585,"0316182540",7
"493",1585,"0345413903",7
"494",1585,"0449212602",8
"495",1585,"0684867621",4
"496",1596,"0385511612",6
"497",1597,"0316569321",7
"498",1608,"0449212602",10
"499",1608,"0515090174",8
"500",1619,"0440225701",9
"501",1619,"0553578693",7
"502",1641,"0553375407",7
"503",1650,"0804106304",10
"504",1652,"0385504209",7
"505",1660,"0553561618",6
"506",1660,"0553582747",5
"507",1660,"089480829X",7
"508",1674,"0345384466",7
"509",1674,"0375725784",10
"510",1674,"0449912558",5
"511",1706,"0451524934",10
"512",1718,"0743418174",8
"513",1730,"0767905180",8
"514",1733,"0312983824",5
"515",1733,"0316089699",5
"516",1733,"0345447840",10
"517",1733,"051513287X",9
"518",1733,"059035342X",10
"519",1733,"0971880107",1
"520",1768,"0440226430",10
"521",1773,"0804106304",9
"522",1790,"044022165X",5
"523",1790,"0671793489",8
"524",1792,"155874262X",8
"525",1803,"0385504209",9
"526",1805,"0312195516",9
"527",1805,"038082101X",7
"528",1812,"0671708635",7
"529",1830,"0553572997",7
"530",1848,"0156027321",10
"531",1848,"0345342968",10
"532",1848,"0345378482",8
"533",1848,"0345417623",8
"534",1848,"0451169530",5
"535",1848,"0786868716",10
"536",1848,"0812511816",10
"537",1848,"0812550706",8
"538",1869,"0425122123",8
"539",1892,"0767902521",9
"540",1898,"0060922532",8
"541",1898,"0385484518",8
"542",1903,"0316777730",10
"543",1903,"0812550706",10
"544",1928,"0316666343",10
"545",1933,"0440226430",8
"546",1949,"0425175405",8
"547",2010,"0446604666",10
"548",2012,"0345353145",8
"549",2012,"0449221482",8
"550",2012,"0553279912",10
"551",2012,"0670892963",2
"552",2018,"0446516538",5
"553",2019,"0440211727",5
"554",2019,"0440214041",5
"555",2030,"0140298479",10
"556",2033,"0345337662",5
"557",2033,"0439136350",9
"558",2033,"051513628X",6
"559",2033,"0590353403",9
"560",2036,"1573229326",9
"561",2041,"0385424736",7
"562",2041,"0671617028",8
"563",2089,"0446605239",10
"564",2099,"0440224764",8
"565",2103,"0385472951",9
"566",2108,"0553572997",9
"567",2110,"0060987529",7
"568",2110,"0151008116",5
"569",2110,"0345314255",10
"570",2110,"059035342X",10
"571",2115,"0515120618",7
"572",2116,"0671004573",7
"573",2127,"0446605239",8
"574",2139,"0142004235",8
"575",2139,"0385335830",7
"576",2139,"0515130389",10
"577",2139,"0515135062",10
"578",2148,"0316182540",8
"579",2152,"0375727132",7
"580",2152,"0446612545",7
"581",2169,"0743412028",7
"582",2178,"0452269571",5
"583",2179,"0060392452",9
"584",2179,"0312263120",8
"585",2179,"0385504209",10
"586",2179,"0446532231",9
"587",2179,"0451524934",8
"588",2179,"0590353403",10
"589",2183,"0671021001",9
"590",2197,"0312291639",9
"591",2198,"0451524934",10
"592",2199,"0099771519",9
"593",2204,"0440211727",9
"594",2250,"0684874350",8
"595",2253,"0446611212",8
"596",2255,"0316168688",8
"597",2255,"0425175405",7
"598",2271,"0684874350",10
"599",2276,"0380002930",9
"600",2276,"0385505833",5
"601",2276,"0425182908",4
"602",2276,"0440221471",10
"603",2276,"0440236673",10
"604",2276,"0446612790",10
"605",2276,"0553583468",10
"606",2276,"0553584510",9
"607",2276,"0805063897",10
"608",2287,"0425147622",7
"609",2288,"0070212570",8
"610",2288,"0425115801",10
"611",2288,"0425144429",5
"612",2288,"0553582763",9
"613",2295,"0062502182",6
"614",2313,"0060173289",9
"615",2313,"0345348036",9
"616",2313,"0385482388",5
"617",2313,"0452260116",9
"618",2333,"0312195516",9
"619",2337,"0060928336",9
"620",2337,"0060987561",7
"621",2337,"0142001740",8
"622",2337,"0312265867",7
"623",2337,"0345350499",9
"624",2337,"0385505833",7
"625",2337,"0451191145",9
"626",2345,"1844262553",9
"627",2354,"014131088X",8
"628",2357,"0375725784",8
"629",2375,"0345424719",7
"630",2375,"0345465083",7
"631",2375,"0671003755",9
"632",2379,"0440224624",8
"633",2385,"0446604666",6
"634",2388,"0142001740",6
"635",2399,"0345337662",9
"636",2411,"0971880107",3
"637",2414,"0062502182",7
"638",2439,"0380002930",10
"639",2466,"0312966970",9
"640",2466,"0312971346",9
"641",2484,"0385474016",7
"642",2499,"080213825X",5
"643",2503,"1400034779",7
"644",2528,"0671867156",10
"645",2559,"0060928336",7
"646",2562,"0375412824",8
"647",2565,"1558743669",10
"648",2569,"0553572997",8
"649",2591,"0449212602",9
"650",2611,"0553208845",7
"651",2632,"0385493800",9
"652",2638,"0142000205",8
"653",2640,"0425147622",8
"654",2651,"0425180964",8
"655",2670,"0743411250",7
"656",2700,"0743206045",7
"657",2759,"0385199570",10
"658",2766,"0060958022",8
"659",2766,"0316666343",9
"660",2766,"0385508417",7
"661",2766,"0440211263",8
"662",2766,"0440219078",8
"663",2766,"0446310786",10
"664",2766,"0446516538",6
"665",2766,"0446611867",7
"666",2766,"0449005615",9
"667",2766,"0553279912",7
"668",2766,"0767902521",8
"669",2766,"0971880107",6
"670",2770,"0842329129",6
"671",2776,"1558744630",8
"672",2793,"0515135062",7
"673",2799,"0451524934",10
"674",2799,"0671004107",8
"675",2854,"0316666343",7
"676",2854,"0446523569",7
"677",2854,"0446610399",5
"678",2855,"0399144463",5
"679",2855,"0425180964",8
"680",2891,"0060928336",6
"681",2891,"0142001740",7
"682",2891,"0156027321",5
"683",2891,"0374100128",7
"684",2891,"0385482388",7
"685",2891,"0449912558",9
"686",2891,"0452260116",8
"687",2891,"0553211404",7
"688",2891,"0671003755",7
"689",2891,"0804106304",7
"690",2891,"1400032717",8
"691",2907,"044023722X",5
"692",2966,"038531258X",7
"693",2977,"0316569321",7
"694",2977,"037570504X",5
"695",2977,"0375725784",3
"696",2977,"0452282152",7
"697",2977,"0671021001",9
"698",2982,"0441790348",8
"699",2992,"0385420161",9
"700",2995,"0060928336",6
"701",2996,"0345361792",8
"702",3005,"0312278586",5
"703",3009,"0385424728",7
"704",3026,"0804106304",8
"705",3032,"0971880107",1
"706",3052,"1400032717",9
"707",3079,"0312278586",5
"708",3079,"0312305060",8
"709",3099,"0440211727",8
"710",3099,"0446601241",7
"711",3099,"0446610038",7
"712",3100,"0316601950",6
"713",3104,"0805063897",8
"714",3113,"0385265700",6
"715",3133,"0061097314",9
"716",3145,"0425182908",7
"717",3145,"044021145X",9
"718",3145,"0446359866",9
"719",3145,"044661193X",9
"720",3145,"0743469801",9
"721",3145,"1573229326",5
"722",3154,"002542730X",8
"723",3154,"0451203895",5
"724",3166,"0553272535",10
"725",3167,"0345337662",5
"726",3167,"0345370775",9
"727",3167,"034540288X",7
"728",3167,"0380012863",8
"729",3167,"0440219078",10
"730",3167,"0515090174",7
"731",3167,"0671004107",9
"732",3167,"0812550706",10
"733",3168,"0684872153",8
"734",3191,"0375504397",8
"735",3191,"0452283205",6
"736",3191,"0684853515",5
"737",3192,"0064407667",7
"738",3192,"0316777730",7
"739",3194,"0875421180",10
"740",3206,"0385484518",8
"741",3243,"0385498721",7
"742",3261,"0316666343",8
"743",3282,"0451205421",8
"744",3300,"0439136350",10
"745",3305,"0743412028",10
"746",3310,"0671042858",7
"747",3329,"0440234743",8
"748",3331,"0446527785",10
"749",3344,"0671027360",8
"750",3344,"1400034779",9
"751",3346,"0316666343",9
"752",3346,"0345413350",8
"753",3346,"0380789035",6
"754",3350,"0140293248",6
"755",3350,"0316096199",8
"756",3350,"0385335830",8
"757",3350,"0804106304",10
"758",3362,"0375725784",7
"759",3363,"0316096199",10
"760",3363,"0446672211",10
"761",3363,"0671027344",9
"762",3371,"0070212570",10
"763",3371,"0425175405",8
"764",3371,"0440226430",9
"765",3371,"0451169530",10
"766",3371,"0671004573",7
"767",3373,"0312291639",8
"768",3373,"0312995423",5
"769",3373,"0375727345",7
"770",3373,"0440236703",5
"771",3373,"0449003787",7
"772",3373,"0452264464",10
"773",3373,"0671027360",5
"774",3373,"0671027387",5
"775",3374,"0345384466",8
"776",3418,"059035342X",10
"777",3427,"074343627X",5
"778",3460,"0446605239",6
"779",3467,"006099486X",8
"780",3467,"0399143947",9
"781",3481,"0553268880",8
"782",3507,"0449212602",8
"783",3512,"0446611867",8
"784",3514,"0385336179",9
"785",3541,"0553582755",8
"786",3542,"0446310786",10
"787",3542,"044651652X",3
"788",3543,"0440226104",10
"789",3543,"0671758896",10
"790",3546,"0142002267",8
"791",3556,"0385504209",10
"792",3556,"0385508042",9
"793",3556,"0440439884",10
"794",3556,"044651652X",10
"795",3556,"0671027360",10
"796",3569,"0060502258",7
"797",3578,"0802130208",10
"798",3578,"1573225517",10
"799",3580,"0671003755",6
"800",3588,"0156628708",7
"801",3593,"0316666343",9
"802",3596,"0060199652",10
"803",3601,"0316284955",7
"804",3628,"0786868015",8
"805",3632,"0312283709",8
"806",3640,"0142002267",8
"807",3640,"0671027360",8
"808",3648,"0380804557",7
"809",3669,"0446672211",10
"810",3693,"0441003257",8
"811",3694,"0446523569",8
"812",3709,"0440236673",7
"813",3709,"067102423X",10
"814",3719,"051512608X",7
"815",3739,"067976402X",5
"816",3756,"0446611867",7
"817",3775,"0312983298",8
"818",3780,"0743437640",8
"819",3814,"0375703861",7
"820",3814,"1573225789",5
"821",3817,"0380018179",8
"822",3817,"0385479565",9
"823",3817,"0425152251",6
"824",3817,"0440206154",7
"825",3817,"0671758896",8
"826",3821,"0060930535",7
"827",3827,"0312274920",8
"828",3827,"0345337662",7
"829",3827,"0345348036",9
"830",3827,"0345351525",8
"831",3827,"034538475X",8
"832",3827,"0345413350",7
"833",3840,"0385508042",8
"834",3840,"051513287X",9
"835",3865,"038079487X",7
"836",3869,"0684872153",9
"837",3894,"0440226430",10
"838",3917,"0156007754",7
"839",3917,"0670892963",5
"840",3917,"1573228214",8
"841",3921,"0811825558",5
"842",3923,"0064407667",5
"843",3923,"0064407675",5
"844",3923,"0380789019",7
"845",3923,"0380977788",6
"846",3923,"0441304834",6
"847",3939,"0441790348",8
"848",3965,"0345391055",9
"849",3975,"0375760911",9
"850",3977,"0375700757",9
"851",3999,"0385504209",10
"852",4017,"0060517794",10
"853",4017,"0060915544",8
"854",4017,"0060930187",10
"855",4017,"0140042598",10
"856",4017,"0140244824",10
"857",4017,"0156007754",9
"858",4017,"0316096199",10
"859",4017,"0316666343",10
"860",4017,"0345424719",10
"861",4017,"0345443284",10
"862",4017,"0375500510",10
"863",4017,"037570504X",10
"864",4017,"0375705856",9
"865",4017,"0375707972",10
"866",4017,"0380730138",9
"867",4017,"0385265700",9
"868",4017,"038533334X",10
"869",4017,"0385486804",10
"870",4017,"0446310786",10
"871",4017,"0446516538",7
"872",4017,"0446677450",10
"873",4017,"0452260116",9
"874",4017,"0670892963",8
"875",4017,"0671038184",10
"876",4017,"0671510053",10
"877",4017,"067976402X",10
"878",4017,"068484267X",10
"879",4017,"068484477X",5
"880",4017,"1573225789",9
"881",4035,"0345413350",8
"882",4053,"0374129983",2
"883",4059,"006101351X",6
"884",4066,"0440236673",7
"885",4077,"0380789035",8
"886",4090,"0316601950",8
"887",4091,"0671027387",8
"888",4092,"0671027360",7
"889",4098,"0312995423",3
"890",4098,"0385504209",10
"891",4098,"0671027360",7
"892",4107,"0345380371",5
"893",4131,"0971880107",1
"894",4143,"0439404371",8
"895",4144,"067976402X",5
"896",4149,"0385508417",4
"897",4149,"0842329129",1
"898",4157,"0060392452",8
"899",4157,"0380727501",8
"900",4157,"0440206154",9
"901",4164,"0446531332",7
"902",4169,"0385504209",10
"903",4179,"0345353145",7
"904",4183,"0743418174",6
"905",4188,"0452283205",9
"906",4193,"0375727345",5
"907",4196,"0375700757",9
"908",4197,"0316969680",5
"909",4221,"0385510438",9
"910",4221,"0440241413",9
"911",4221,"1558743669",9
"912",4225,"0446310786",10
"913",4225,"0451202341",6
"914",4225,"0804106304",6
"915",4225,"1573229326",5
"916",4228,"0671510053",10
"917",4303,"0312282990",9
"918",4334,"0060392452",6
"919",4334,"0451177096",7
"920",4365,"0345413369",10
"921",4365,"0399501487",10
"922",160878,"0060928336",10
"923",160881,"0385720920",8
"924",160920,"0446607193",5
"925",160939,"0060916508",3
"926",160950,"0385505833",9
"927",160994,"0316969443",5
"928",160994,"0375727345",9
"929",160994,"0671042858",8
"930",161007,"0449212602",8
"931",161026,"0385504209",7
"932",161030,"006019491X",10
"933",161032,"0679744398",7
"934",161036,"1573225789",9
"935",161037,"0345370775",7
"936",161037,"0425124347",8
"937",161039,"0142001740",10
"938",161039,"0385199570",10
"939",161039,"0385504209",8
"940",161039,"0385512104",9
"941",161039,"0684853515",8
"942",161039,"0684867621",5
"943",161041,"0060977493",1
"944",161041,"0312305060",5
"945",161041,"0399501487",7
"946",161041,"0553208845",7
"947",161041,"0679723161",10
"948",161068,"0971880107",1
"949",161070,"0316666343",9
"950",161070,"0385504209",9
"951",161102,"0345380371",5
"952",161102,"0804111359",5
"953",161114,"0316666343",7
"954",161119,"0316182540",8
"955",161120,"0312983298",8
"956",161173,"0553573403",7
"957",161181,"0316601950",6
"958",161222,"0805062971",8
"959",161234,"044651652X",5
"960",161234,"0684867621",6
"961",161234,"0842329129",4
"962",161234,"0842329218",4
"963",161250,"0312966970",8
"964",161250,"0446612545",8
"965",161252,"0312195516",10
"966",161252,"0385504209",7
"967",161252,"0805063897",9
"968",161259,"0385505833",9
"969",161265,"0312305060",9
"970",161265,"0553572997",8
"971",161275,"0671024248",8
"972",161294,"0439064872",8
"973",161299,"0312966970",8
"974",161299,"0312971346",8
"975",161299,"0446612790",8
"976",161299,"0515135062",9
"977",161299,"0743412028",7
"978",161301,"0425158616",9
"979",161316,"0446532231",5
"980",161317,"0316569321",9
"981",161326,"0312195516",7
"982",161326,"0312278586",7
"983",161326,"0385720955",7
"984",161326,"039592720X",8
"985",161326,"0786885688",7
"986",161348,"034540288X",6
"987",161348,"0440221471",5
"988",161368,"0060928336",8
"989",161373,"0446606812",5
"990",161373,"059035342X",7
"991",161373,"0767905180",6
"992",161385,"0345417623",10
"993",161390,"0385484518",10
"994",161391,"0061009059",8
"995",161406,"0345370805",7
"996",161423,"0385493800",8
"997",161448,"0446607711",9
"998",161453,"0345378490",9
"999",161462,"0440211727",10
"1000",161466,"0446610399",8
"1001",161467,"0375726403",7
"1002",161467,"0684848783",9
"1003",161476,"006101351X",8
"1004",161476,"0316769487",7
"1005",161476,"0446601241",8
"1006",161510,"0440226430",7
