"","income","native_country","hours_per_week","capital_loss","capital_gain","sex","race","relationship","occupation","marital_status","education_num","education","fnlwgt","workclass","age"
"1043",">50K","United-States",60,0,7688,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",167005,"Private",44
"1044","<=50K","United-States",37,0,0,"Female","White","Not-in-family","Tech-support","Never-married",10,"Some-college",34446,"Private",24
"1045","<=50K","United-States",55,0,0,"Male","White","Unmarried","Prof-specialty","Divorced",15,"Prof-school",187160,"Private",28
"1046","<=50K","United-States",20,0,0,"Female","White","Not-in-family","?","Never-married",12,"Assoc-acdm",196288,"?",64
"1047","<=50K","United-States",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",10,"Some-college",217961,"Private",23
"1048","<=50K","United-States",50,0,0,"Female","White","Not-in-family","Sales","Never-married",10,"Some-college",74631,"Private",20
"1049",">50K","United-States",50,1902,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",156667,"Private",36
"1050","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",125155,"Private",61
"1051",">50K","Canada",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",263925,"Self-emp-not-inc",53
"1052",">50K","United-States",40,0,7298,"Male","White","Husband","Adm-clerical","Married-civ-spouse",13,"Bachelors",296453,"Private",30
"1053",">50K","United-States",55,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",44728,"Self-emp-not-inc",52
"1054","<=50K","Iran",40,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",10,"Some-college",193026,"Private",38
"1055","<=50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",87643,"Private",32
"1056","<=50K","United-States",75,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",8,"12th",106742,"Self-emp-not-inc",30
"1057","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Craft-repair","Divorced",11,"Assoc-voc",302122,"Private",41
"1058",">50K","United-States",40,1902,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",193960,"Local-gov",49
"1059",">50K","United-States",47,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",185385,"Private",45
"1060","<=50K","United-States",35,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",277647,"Self-emp-not-inc",43
"1061","<=50K","United-States",40,0,3471,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",128848,"Private",61
"1062","<=50K","Mexico",32,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",377701,"Private",54
"1063","<=50K","United-States",40,0,0,"Female","White","Unmarried","Other-service","Separated",12,"Assoc-acdm",157886,"Private",34
"1064",">50K","United-States",80,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",175958,"Private",49
"1065","<=50K","United-States",40,0,0,"Male","White","Own-child","Other-service","Never-married",10,"Some-college",223004,"Private",38
"1066",">50K","United-States",80,1977,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",15,"Prof-school",199352,"Private",35
"1067","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",8,"12th",29984,"Private",36
"1068","<=50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",181651,"Private",30
"1069","<=50K","United-States",60,0,0,"Female","White","Not-in-family","Tech-support","Divorced",12,"Assoc-acdm",117312,"Private",36
"1070","<=50K","United-States",20,0,0,"Female","White","Own-child","Prof-specialty","Never-married",13,"Bachelors",34029,"Local-gov",22
"1071",">50K","United-States",40,1902,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",132879,"Private",38
"1072",">50K","United-States",50,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",215310,"Private",37
"1073",">50K","United-States",46,1902,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",16,"Doctorate",55863,"State-gov",48
"1074","<=50K","United-States",15,0,0,"Male","White","Own-child","Adm-clerical","Never-married",7,"11th",220384,"Private",17
"1075","<=50K","United-States",20,0,0,"Male","White","Own-child","Craft-repair","Never-married",10,"Some-college",36012,"Self-emp-not-inc",19
"1076","<=50K","United-States",40,1590,0,"Female","Black","Not-in-family","Sales","Never-married",13,"Bachelors",137645,"Private",27
"1077","<=50K","Taiwan",50,0,0,"Male","Asian-Pac-Islander","Own-child","Sales","Never-married",13,"Bachelors",191342,"Private",22
"1078","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",31339,"Private",49
"1079",">50K","United-States",40,0,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",11,"Assoc-voc",227910,"State-gov",43
"1080","<=50K","United-States",40,0,0,"Female","White","Unmarried","Prof-specialty","Separated",13,"Bachelors",173728,"Private",43
"1081","<=50K","United-States",35,0,0,"Female","White","Not-in-family","Exec-managerial","Divorced",9,"HS-grad",167816,"Local-gov",19
"1082","<=50K","United-States",60,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",9,"HS-grad",81642,"Self-emp-not-inc",58
"1083",">50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",10,"Some-college",195258,"Local-gov",41
"1084","<=50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",10,"Some-college",232475,"Private",31
"1085","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",11,"Assoc-voc",241259,"Private",30
"1086","<=50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",118161,"Private",32
"1087","<=50K","United-States",35,0,0,"Male","White","Not-in-family","Exec-managerial","Never-married",13,"Bachelors",201954,"Private",29
"1088",">50K","United-States",52,0,7298,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",150533,"Private",42
"1089","<=50K","United-States",28,0,0,"Male","White","Own-child","Craft-repair","Divorced",9,"HS-grad",412296,"Private",38
"1090",">50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",12,"Assoc-acdm",133060,"Federal-gov",41
"1091",">50K","United-States",50,0,0,"Male","White","Not-in-family","Sales","Never-married",13,"Bachelors",120539,"Self-emp-not-inc",44
"1092","<=50K","China",60,0,0,"Male","Asian-Pac-Islander","Not-in-family","Prof-specialty","Married-spouse-absent",16,"Doctorate",196025,"Private",31
"1093","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",9,"HS-grad",107793,"Private",34
"1094","<=50K","United-States",40,0,0,"Male","White","Own-child","Adm-clerical","Never-married",10,"Some-college",163870,"Private",21
"1095","<=50K","India",20,0,0,"Male","Asian-Pac-Islander","Own-child","Prof-specialty","Never-married",13,"Bachelors",361280,"Self-emp-not-inc",22
"1096","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",6,"10th",92178,"Private",62
"1097","<=50K","United-States",40,0,0,"Female","White","Own-child","?","Never-married",9,"HS-grad",80710,"?",19
"1098",">50K","United-States",25,1977,0,"Female","White","Wife","Sales","Married-civ-spouse",9,"HS-grad",260729,"Self-emp-inc",29
"1099","<=50K","United-States",40,0,0,"Female","White","Unmarried","Prof-specialty","Divorced",10,"Some-college",182254,"Private",43
"1100","<=50K","United-States",8,0,0,"Male","White","Husband","?","Married-civ-spouse",4,"7th-8th",140282,"?",68
"1101",">50K","United-States",60,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",13,"Bachelors",149865,"Self-emp-inc",45
"1102","<=50K","Mexico",40,1651,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",5,"9th",218184,"Self-emp-inc",39
"1103","<=50K","United-States",50,0,0,"Male","Black","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",118619,"Private",41
"1104",">50K","United-States",25,0,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",12,"Assoc-acdm",196791,"Self-emp-not-inc",34
"1105","<=50K","United-States",33,0,0,"Female","White","Unmarried","Adm-clerical","Divorced",9,"HS-grad",167999,"Local-gov",34
"1106","<=50K","United-States",47,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",51259,"Private",31
"1107","<=50K","United-States",25,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",9,"HS-grad",131088,"Private",29
"1108",">50K","United-States",40,0,3103,"Male","White","Husband","Craft-repair","Married-civ-spouse",13,"Bachelors",118212,"Private",41
"1109","<=50K","United-States",55,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",11,"Assoc-voc",293791,"Private",41
"1110",">50K","Mexico",45,0,0,"Male","White","Husband","Sales","Married-civ-spouse",14,"Masters",289430,"Self-emp-inc",35
"1111",">50K","United-States",45,0,0,"Female","White","Wife","Sales","Married-civ-spouse",13,"Bachelors",35378,"Private",33
"1112","<=50K","United-States",38,0,0,"Male","White","Not-in-family","Adm-clerical","Never-married",13,"Bachelors",60227,"State-gov",37
"1113","<=50K","United-States",40,0,0,"Female","White","Wife","Sales","Married-civ-spouse",9,"HS-grad",168139,"Private",69
"1114","<=50K","United-States",40,0,0,"Female","White","Own-child","Handlers-cleaners","Divorced",9,"HS-grad",290763,"Private",34
"1115",">50K","?",70,2415,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",11,"Assoc-voc",226355,"Self-emp-inc",60
"1116","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",51100,"Private",36
"1117","<=50K","United-States",50,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",227644,"Private",41
"1118",">50K","United-States",40,0,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",13,"Bachelors",205267,"Local-gov",58
"1119","<=50K","Japan",40,0,0,"Male","Asian-Pac-Islander","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",288020,"Private",53
"1120","<=50K","United-States",40,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",10,"Some-college",140863,"Private",29
"1121","<=50K","United-States",40,0,4865,"Female","White","Not-in-family","Tech-support","Divorced",9,"HS-grad",170915,"Federal-gov",45
"1122","<=50K","United-States",38,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",50178,"State-gov",34
"1123","<=50K","United-States",40,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",13,"Bachelors",112497,"Private",36
"1124","<=50K","United-States",35,0,0,"Female","Black","Unmarried","Other-service","Divorced",10,"Some-college",95244,"Private",48
"1125","<=50K","United-States",40,0,0,"Female","White","Own-child","Adm-clerical","Never-married",11,"Assoc-voc",117606,"Private",20
"1126",">50K","United-States",50,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",89508,"Private",35
"1127","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Handlers-cleaners","Widowed",9,"HS-grad",124244,"Federal-gov",63
"1128","<=50K","United-States",45,0,0,"Male","White","Unmarried","Other-service","Divorced",10,"Some-college",154374,"Self-emp-not-inc",41
"1129","<=50K","United-States",45,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",294936,"Private",28
"1130","<=50K","United-States",40,0,0,"Female","Black","Not-in-family","Machine-op-inspct","Never-married",10,"Some-college",347132,"Private",30
"1131","<=50K","United-States",40,0,0,"Female","White","Not-in-family","?","Divorced",9,"HS-grad",181934,"?",34
"1132","<=50K","Mexico",40,0,0,"Female","White","Unmarried","Other-service","Never-married",9,"HS-grad",316672,"Private",31
"1133","<=50K","United-States",38,0,0,"Female","White","Own-child","Adm-clerical","Never-married",11,"Assoc-voc",189382,"Private",37
"1134","<=50K","United-States",40,0,0,"Male","White","Unmarried","?","Divorced",10,"Some-college",184018,"?",42
"1135",">50K","Jamaica",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",184307,"Private",31
"1136",">50K","United-States",45,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",246212,"Self-emp-not-inc",46
"1137",">50K","United-States",60,0,0,"Male","Black","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",250504,"Federal-gov",35
"1138","<=50K","United-States",53,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",138705,"Private",27
"1139","<=50K","Mexico",35,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",2,"1st-4th",328447,"Private",41
"1140","<=50K","United-States",20,0,0,"Female","White","Own-child","Other-service","Never-married",10,"Some-college",194608,"Private",19
"1141","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Sales","Never-married",10,"Some-college",230891,"Private",20
"1142","<=50K","Germany",40,0,0,"Female","White","Unmarried","Sales","Widowed",9,"HS-grad",212448,"Federal-gov",59
"1143","<=50K","United-States",37,0,0,"Male","White","Not-in-family","Other-service","Never-married",13,"Bachelors",214010,"Private",40
"1144","<=50K","United-States",60,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",200235,"Self-emp-not-inc",56
"1145",">50K","United-States",44,0,15024,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",354573,"Private",33
"1146","<=50K","United-States",60,0,0,"Female","White","Not-in-family","Exec-managerial","Never-married",10,"Some-college",205733,"Self-emp-inc",30
"1147","<=50K","United-States",50,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",185041,"Private",46
"1148",">50K","United-States",35,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",84409,"Self-emp-inc",61
"1149",">50K","United-States",40,0,7298,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",293196,"Self-emp-inc",50
"1150","<=50K","United-States",30,0,0,"Male","White","Own-child","Other-service","Never-married",9,"HS-grad",241626,"Private",25
"1151","<=50K","United-States",39,0,0,"Female","White","Unmarried","Adm-clerical","Divorced",10,"Some-college",520586,"Private",40
"1152","<=50K","?",40,0,0,"Male","White","Not-in-family","?","Never-married",10,"Some-college",35633,"?",24
"1153","<=50K","United-States",54,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",302847,"Private",51
"1154","<=50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",165309,"State-gov",43
"1155","<=50K","Mexico",54,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",10,"Some-college",117529,"Private",34
"1156",">50K","United-States",45,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",106092,"Private",46
"1157",">50K","United-States",50,0,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",14,"Masters",445824,"State-gov",28
"1158","<=50K","?",40,0,0,"Male","Asian-Pac-Islander","Unmarried","Transport-moving","Never-married",13,"Bachelors",227332,"Private",26
"1159","<=50K","United-States",28,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",9,"HS-grad",275691,"Private",20
"1160","<=50K","United-States",40,0,3411,"Male","White","Husband","Craft-repair","Married-civ-spouse",11,"Assoc-voc",193459,"Private",44
"1161","<=50K","United-States",40,0,0,"Male","White","Unmarried","Transport-moving","Widowed",9,"HS-grad",284329,"Private",51
"1162",">50K","United-States",60,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",114691,"Private",33
"1163",">50K","United-States",40,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",12,"Assoc-acdm",96062,"Private",54
"1164",">50K","United-States",40,1977,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",13,"Bachelors",133963,"Private",50
"1165","<=50K","United-States",40,0,0,"Female","Black","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",178506,"Private",33
"1166",">50K","United-States",20,0,10605,"Male","White","Husband","Adm-clerical","Married-civ-spouse",13,"Bachelors",350498,"Private",65
"1167","<=50K","United-States",8,0,0,"Female","White","Own-child","?","Never-married",10,"Some-college",131573,"?",22
"1168","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",15,"Prof-school",206291,"Self-emp-not-inc",88
"1169","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Transport-moving","Divorced",9,"HS-grad",182302,"Private",40
"1170","<=50K","United-States",43,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",241346,"Private",51
"1171","<=50K","United-States",40,0,0,"Female","Black","Not-in-family","Other-service","Divorced",7,"11th",157043,"Private",50
"1172",">50K","United-States",99,0,0,"Male","White","Not-in-family","Farming-fishing","Married-civ-spouse",14,"Masters",404616,"Private",25
"1173","<=50K","United-States",30,0,0,"Male","White","Not-in-family","Other-service","Never-married",11,"Assoc-voc",411862,"Private",20
"1174","<=50K","United-States",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",183013,"Private",47
"1175",">50K","United-States",40,0,0,"Male","White","Husband","?","Married-civ-spouse",10,"Some-college",169982,"?",58
"1176","<=50K","United-States",30,0,0,"Female","White","Own-child","Adm-clerical","Never-married",11,"Assoc-voc",188544,"Private",22
"1177",">50K","United-States",48,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",9,"HS-grad",356619,"State-gov",50
"1178","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Never-married",9,"HS-grad",45857,"Private",47
"1179","<=50K","United-States",45,0,0,"Male","Asian-Pac-Islander","Not-in-family","Other-service","Never-married",7,"11th",289886,"Local-gov",24
"1180",">50K","United-States",40,0,0,"Male","White","Husband","?","Married-civ-spouse",9,"HS-grad",146015,"?",50
"1181",">50K","United-States",45,0,0,"Female","White","Not-in-family","Exec-managerial","Divorced",13,"Bachelors",216237,"Private",40
"1182","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",416745,"Private",36
"1183","<=50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",202952,"Private",32
"1184","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",167725,"Private",44
"1185","<=50K","United-States",40,0,0,"Male","White","Husband","?","Married-civ-spouse",14,"Masters",165637,"?",51
"1186","<=50K","United-States",40,0,0,"Female","Black","Own-child","Exec-managerial","Never-married",10,"Some-college",43280,"Federal-gov",59
"1187","<=50K","United-States",30,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",118779,"Private",65
"1188","<=50K","United-States",65,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",13,"Bachelors",191269,"State-gov",24
"1189","<=50K","United-States",35,0,0,"Male","White","Own-child","Prof-specialty","Never-married",13,"Bachelors",247507,"Local-gov",27
"1190","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Other-service","Divorced",11,"Assoc-voc",239155,"Private",51
"1191",">50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",182862,"Private",48
"1192","<=50K","United-States",60,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",33886,"Private",39
"1193","<=50K","United-States",40,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",13,"Bachelors",444304,"Private",28
"1194","<=50K","United-States",25,0,0,"Female","White","Own-child","Other-service","Never-married",10,"Some-college",187161,"Private",19
"1195","<=50K","United-States",40,0,0,"Female","Black","Not-in-family","Prof-specialty","Divorced",13,"Bachelors",116892,"Local-gov",49
"1196","<=50K","United-States",60,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",12,"Assoc-acdm",176813,"Local-gov",51
"1197","<=50K","United-States",55,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",151616,"Private",59
"1198","<=50K","Dominican-Republic",40,0,0,"Female","White","Own-child","Machine-op-inspct","Never-married",9,"HS-grad",240747,"Private",18
"1199","<=50K","?",40,0,4386,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",75472,"Private",50
"1200",">50K","United-States",80,0,0,"Male","Black","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",320818,"Federal-gov",45
"1201",">50K","United-States",50,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",235271,"Local-gov",30
"1202","<=50K","United-States",35,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",13,"Bachelors",166497,"Private",37
"1203",">50K","United-States",40,0,0,"Male","White","Not-in-family","Other-service","Never-married",13,"Bachelors",344060,"Private",44
"1204","<=50K","United-States",40,0,0,"Male","Black","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",221196,"Private",33
"1205",">50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",14,"Masters",113544,"Self-emp-inc",61
"1206","<=50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",321117,"Local-gov",61
"1207",">50K","United-States",42,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",79619,"Private",38
"1208","<=50K","United-States",30,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",42004,"?",22
"1209","<=50K","United-States",45,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",135289,"Private",36
"1210",">50K","United-States",60,0,5178,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",320984,"Self-emp-inc",44
"1211","<=50K","United-States",62,0,0,"Male","White","Own-child","Adm-clerical","Separated",10,"Some-college",203070,"Private",37
"1212","<=50K","United-States",20,0,0,"Female","White","Unmarried","Craft-repair","Divorced",10,"Some-college",32406,"Private",31
"1213",">50K","United-States",45,0,15024,"Male","White","Husband","Prof-specialty","Married-civ-spouse",16,"Doctorate",99185,"Private",54
"1214","<=50K","United-States",16,0,0,"Male","White","Own-child","Other-service","Never-married",10,"Some-college",205839,"Private",20
"1215",">50K","United-States",40,0,0,"Female","White","Not-in-family","?","Widowed",13,"Bachelors",150389,"?",63
"1216",">50K","United-States",40,0,7688,"Male","Amer-Indian-Eskimo","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",243631,"Self-emp-not-inc",48
"1217","<=50K","China",41,0,0,"Female","Asian-Pac-Islander","Not-in-family","?","Divorced",9,"HS-grad",163003,"?",33
