"","income","native_country","hours_per_week","capital_loss","capital_gain","sex","race","relationship","occupation","marital_status","education_num","education","fnlwgt","workclass","age"
"27",">50K","South",60,0,0,"Male","Asian-Pac-Islander","Husband","?","Married-civ-spouse",10,"Some-college",180211,"?",54
"28","<=50K","United-States",80,0,0,"Male","White","Not-in-family","Exec-managerial","Divorced",9,"HS-grad",367260,"Private",39
"29","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",193366,"Private",49
"30","<=50K","United-States",52,0,0,"Male","White","Not-in-family","Protective-serv","Never-married",12,"Assoc-acdm",190709,"Local-gov",23
"31","<=50K","United-States",44,0,0,"Male","Black","Own-child","Sales","Never-married",10,"Some-college",266015,"Private",20
"32","<=50K","United-States",40,1408,0,"Male","White","Own-child","Exec-managerial","Divorced",13,"Bachelors",386940,"Private",45
"33","<=50K","United-States",40,0,0,"Male","White","Own-child","Adm-clerical","Married-civ-spouse",10,"Some-college",59951,"Federal-gov",30
"34","<=50K","United-States",15,0,0,"Male","Black","Husband","Other-service","Married-civ-spouse",10,"Some-college",311512,"State-gov",22
"35","<=50K","Puerto-Rico",40,0,0,"Male","White","Unmarried","Machine-op-inspct","Never-married",7,"11th",242406,"Private",48
"36","<=50K","United-States",40,0,0,"Male","White","Own-child","Machine-op-inspct","Never-married",10,"Some-college",197200,"Private",21
"37","<=50K","United-States",25,0,0,"Female","White","Wife","Adm-clerical","Married-AF-spouse",9,"HS-grad",544091,"Private",19
"38",">50K","?",38,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",84154,"Private",31
"39","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",12,"Assoc-acdm",265477,"Self-emp-not-inc",48
"40","<=50K","United-States",43,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",5,"9th",507875,"Private",31
"41","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",88506,"Self-emp-not-inc",53
"42","<=50K","United-States",50,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",13,"Bachelors",172987,"Private",24
"43","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Separated",9,"HS-grad",94638,"Private",49
"44","<=50K","United-States",35,0,0,"Male","White","Not-in-family","Handlers-cleaners","Never-married",9,"HS-grad",289980,"Private",25
"45",">50K","United-States",40,0,0,"Male","Black","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",337895,"Federal-gov",57
"46","<=50K","United-States",38,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",144361,"Private",53
"47","<=50K","United-States",40,0,0,"Female","White","Unmarried","Exec-managerial","Divorced",14,"Masters",128354,"Private",44
"48","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",11,"Assoc-voc",101603,"State-gov",41
"49","<=50K","United-States",43,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",11,"Assoc-voc",271466,"Private",29
"50","<=50K","United-States",40,0,0,"Female","Other","Wife","Exec-managerial","Married-civ-spouse",10,"Some-college",32275,"Private",25
"51","<=50K","?",30,0,0,"Female","White","Own-child","Other-service","Never-married",9,"HS-grad",226956,"Private",18
"52",">50K","Honduras",60,1902,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",15,"Prof-school",51835,"Private",47
"53",">50K","United-States",55,0,0,"Male","White","Not-in-family","Exec-managerial","Divorced",13,"Bachelors",251585,"Federal-gov",50
"54","<=50K","United-States",60,0,0,"Male","White","Not-in-family","Exec-managerial","Divorced",9,"HS-grad",109832,"Self-emp-inc",47
"55",">50K","United-States",40,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",10,"Some-college",237993,"Private",43
"56","<=50K","Mexico",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",3,"5th-6th",216666,"Private",46
"57","<=50K","Puerto-Rico",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",11,"Assoc-voc",56352,"Private",35
"58","<=50K","United-States",48,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",147372,"Private",41
"59","<=50K","United-States",40,0,5013,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",188146,"Private",30
"60","<=50K","United-States",40,0,2407,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",59496,"Private",30
"61","<=50K","?",40,0,0,"Male","White","Not-in-family","?","Married-spouse-absent",4,"7th-8th",293936,"?",32
"62","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",149640,"Private",48
"63",">50K","United-States",45,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",16,"Doctorate",116632,"Private",42
"64","<=50K","United-States",58,0,0,"Male","White","Not-in-family","Tech-support","Divorced",10,"Some-college",105598,"Private",29
"65","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",155537,"Private",36
"66","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",10,"Some-college",183175,"Private",28
"67",">50K","United-States",40,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",9,"HS-grad",169846,"Private",53
"68",">50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",191681,"Self-emp-inc",49
"69","<=50K","United-States",40,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",200681,"?",25
"70","<=50K","United-States",32,0,0,"Male","White","Own-child","Prof-specialty","Never-married",10,"Some-college",101509,"Private",19
"71","<=50K","United-States",40,0,0,"Female","Black","Own-child","Sales","Separated",13,"Bachelors",309974,"Private",31
"72",">50K","United-States",70,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",162298,"Self-emp-not-inc",29
"73","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Machine-op-inspct","Never-married",10,"Some-college",211678,"Private",23
"74","<=50K","United-States",20,0,0,"Male","White","Other-relative","Prof-specialty","Married-civ-spouse",10,"Some-college",124744,"Private",79
"75","<=50K","Mexico",40,0,0,"Male","White","Own-child","Other-service","Never-married",9,"HS-grad",213921,"Private",27
"76","<=50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",12,"Assoc-acdm",32214,"Private",40
"77","<=50K","United-States",2,0,0,"Male","White","Husband","?","Married-civ-spouse",6,"10th",212759,"?",67
"78","<=50K","United-States",22,0,0,"Female","White","Own-child","Other-service","Never-married",7,"11th",309634,"Private",18
"79","<=50K","United-States",40,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",4,"7th-8th",125927,"Local-gov",31
"80","<=50K","United-States",30,0,0,"Male","White","Not-in-family","Sales","Never-married",9,"HS-grad",446839,"Private",18
"81","<=50K","Cuba",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",13,"Bachelors",276515,"Private",52
"82","<=50K","United-States",40,0,0,"Female","White","Wife","Other-service","Married-civ-spouse",9,"HS-grad",51618,"Private",46
"83","<=50K","United-States",48,0,0,"Male","White","Husband","Sales","Married-civ-spouse",9,"HS-grad",159937,"Private",59
"84",">50K","United-States",40,0,14344,"Female","White","Not-in-family","Craft-repair","Divorced",9,"HS-grad",343591,"Private",44
"85","<=50K","United-States",35,0,0,"Female","White","Own-child","Sales","Divorced",9,"HS-grad",346253,"Private",53
"86",">50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",268234,"Local-gov",49
"87","<=50K","United-States",50,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",202051,"Private",33
"88","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Sales","Never-married",5,"9th",54334,"Private",30
"89",">50K","United-States",50,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",16,"Doctorate",410867,"Federal-gov",43
"90","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",11,"Assoc-voc",249977,"Private",57
"91","<=50K","United-States",40,0,0,"Female","White","Unmarried","Craft-repair","Divorced",10,"Some-college",286730,"Private",37
"92","<=50K","United-States",25,0,0,"Female","Black","Unmarried","Machine-op-inspct","Divorced",10,"Some-college",212563,"Private",28
"93","<=50K","?",35,1573,0,"Female","Asian-Pac-Islander","Wife","Sales","Married-civ-spouse",9,"HS-grad",117747,"Private",30
"94",">50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",13,"Bachelors",226296,"Local-gov",34
"95","<=50K","United-States",50,0,0,"Male","White","Not-in-family","Handlers-cleaners","Never-married",10,"Some-college",115585,"Local-gov",29
"96",">50K","United-States",60,1902,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",16,"Doctorate",191277,"Self-emp-not-inc",48
"97",">50K","United-States",48,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",202683,"Private",37
"98","<=50K","England",40,0,0,"Female","White","Unmarried","Exec-managerial","Divorced",12,"Assoc-acdm",171095,"Private",48
"99","<=50K","United-States",40,0,0,"Male","Black","Own-child","Other-service","Never-married",9,"HS-grad",249409,"Federal-gov",32
"100",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",124191,"Private",76
"101",">50K","United-States",60,0,15024,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",198282,"Private",44
"102","<=50K","United-States",50,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",14,"Masters",149116,"Self-emp-not-inc",47
"103","<=50K","United-States",40,0,0,"Female","White","Own-child","Tech-support","Never-married",10,"Some-college",188300,"Private",20
"104","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",9,"HS-grad",103432,"Private",29
"105",">50K","United-States",40,0,7688,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",317660,"Self-emp-inc",32
"106","<=50K","United-States",32,0,34095,"Female","White","Own-child","?","Never-married",6,"10th",304873,"?",17
"107","<=50K","United-States",40,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",7,"11th",194901,"Private",30
"108","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",9,"HS-grad",189265,"Local-gov",31
"109","<=50K","United-States",40,0,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",9,"HS-grad",124692,"Private",42
"110","<=50K","United-States",40,0,0,"Male","White","Other-relative","Sales","Never-married",13,"Bachelors",432376,"Private",24
"111",">50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",15,"Prof-school",65324,"Private",38
"112",">50K","Canada",50,1887,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",335605,"Self-emp-not-inc",56
"113","<=50K","United-States",25,0,4064,"Female","White","Wife","Sales","Married-civ-spouse",10,"Some-college",377869,"Private",28
"114","<=50K","United-States",40,0,0,"Female","White","Own-child","Machine-op-inspct","Never-married",9,"HS-grad",102864,"Private",36
"115","<=50K","United-States",50,0,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",5,"9th",95647,"Private",53
"116","<=50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",303090,"Self-emp-inc",56
"117",">50K","United-States",40,0,0,"Male","Black","Husband","Craft-repair","Married-civ-spouse",11,"Assoc-voc",197371,"Local-gov",49
"118","<=50K","United-States",56,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",247552,"Private",55
"119","<=50K","United-States",41,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",9,"HS-grad",102632,"Private",22
"120","<=50K","United-States",40,0,0,"Female","White","Own-child","Other-service","Never-married",10,"Some-college",199915,"Private",21
"121","<=50K","United-States",60,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",118853,"Private",40
"122","<=50K","Germany",40,0,0,"Male","Black","Own-child","Exec-managerial","Never-married",13,"Bachelors",77143,"Private",30
"123",">50K","United-States",50,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",267989,"State-gov",29
"124","<=50K","United-States",35,0,0,"Male","Black","Own-child","Other-service","Never-married",10,"Some-college",301606,"Private",19
"125",">50K","United-States",40,0,0,"Female","White","Wife","Exec-managerial","Married-civ-spouse",13,"Bachelors",287828,"Private",47
"126","<=50K","United-States",28,1719,0,"Female","White","Own-child","Adm-clerical","Never-married",10,"Some-college",111697,"Private",20
"127",">50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",12,"Assoc-acdm",114937,"Private",31
"128","<=50K","United-States",40,0,0,"Male","White","Husband","?","Married-civ-spouse",9,"HS-grad",129305,"?",35
"129","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",10,"Some-college",365739,"Private",39
"130","<=50K","United-States",60,0,0,"Female","White","Not-in-family","Sales","Never-married",12,"Assoc-acdm",69621,"Private",28
"131","<=50K","United-States",40,1762,0,"Female","White","Not-in-family","Other-service","Never-married",9,"HS-grad",43323,"Private",24
"132","<=50K","United-States",35,0,4386,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",120985,"Self-emp-not-inc",38
"133","<=50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",254202,"Private",37
"134","<=50K","United-States",36,0,0,"Female","Black","Not-in-family","Tech-support","Divorced",12,"Assoc-acdm",146195,"Private",46
"135",">50K","Iran",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",125933,"Federal-gov",38
"136","<=50K","United-States",60,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",56920,"Self-emp-not-inc",43
"137","<=50K","United-States",35,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",11,"Assoc-voc",163127,"Private",27
"138","<=50K","United-States",20,0,0,"Male","White","Own-child","Sales","Never-married",10,"Some-college",34310,"Private",20
"139",">50K","United-States",40,0,0,"Male","Asian-Pac-Islander","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",81973,"Private",49
"140","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",66614,"Self-emp-inc",61
"141","<=50K","United-States",40,0,0,"Female","White","Own-child","Sales","Never-married",10,"Some-college",232782,"Private",27
"142","<=50K","Mexico",30,0,0,"Male","White","Own-child","Other-service","Never-married",10,"Some-college",316868,"Private",19
"143",">50K","United-States",40,1564,0,"Female","White","Not-in-family","Prof-specialty","Never-married",11,"Assoc-voc",196584,"Private",45
"144","<=50K","United-States",40,0,0,"Male","White","Other-relative","Tech-support","Never-married",10,"Some-college",105376,"Private",70
"145","<=50K","United-States",30,0,0,"Female","Black","Unmarried","Transport-moving","Never-married",9,"HS-grad",185814,"Private",31
"146","<=50K","United-States",24,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",10,"Some-college",175374,"Private",22
"147","<=50K","United-States",24,0,0,"Female","White","Unmarried","Other-service","Widowed",9,"HS-grad",108293,"Private",36
"148","<=50K","United-States",40,2179,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",7,"11th",181232,"Private",64
"149","<=50K","United-States",40,0,0,"Female","White","Not-in-family","?","Divorced",10,"Some-college",174662,"?",43
"150","<=50K","Mexico",38,0,0,"Female","White","Unmarried","Adm-clerical","Divorced",10,"Some-college",186009,"Local-gov",47
"151","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",9,"HS-grad",198183,"Private",34
"152","<=50K","Philippines",40,0,0,"Female","Asian-Pac-Islander","Other-relative","Exec-managerial","Never-married",13,"Bachelors",163003,"Private",33
"153","<=50K","United-States",35,0,0,"Male","White","Own-child","Craft-repair","Never-married",9,"HS-grad",296158,"Private",21
"154",">50K","United-States",45,0,0,"Male","White","Not-in-family","?","Divorced",9,"HS-grad",252903,"?",52
"155","<=50K","United-States",46,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",187715,"Private",48
"156","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Handlers-cleaners","Never-married",13,"Bachelors",214542,"Private",23
"157","<=50K","United-States",2,1816,0,"Male","Black","Unmarried","Sales","Separated",10,"Some-college",494223,"Self-emp-not-inc",71
"158","<=50K","United-States",60,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",9,"HS-grad",191535,"Private",29
"159","<=50K","United-States",50,0,0,"Male","Black","Other-relative","Other-service","Separated",13,"Bachelors",228456,"Private",42
"160","<=50K","United-States",20,0,0,"Female","White","Not-in-family","?","Divorced",2,"1st-4th",38317,"?",68
"161","<=50K","United-States",40,0,0,"Female","White","Unmarried","Other-service","Never-married",9,"HS-grad",252752,"Private",25
"162","<=50K","United-States",40,0,0,"Female","Asian-Pac-Islander","Unmarried","Exec-managerial","Divorced",14,"Masters",78374,"Self-emp-inc",44
"163","<=50K","England",40,0,0,"Female","Asian-Pac-Islander","Not-in-family","Exec-managerial","Never-married",9,"HS-grad",88419,"Private",28
"164",">50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",14,"Masters",201080,"Self-emp-not-inc",45
"165","<=50K","Mexico",40,0,0,"Female","White","Unmarried","Other-service","Divorced",10,"Some-college",207157,"Private",36
"166","<=50K","United-States",42,0,0,"Male","White","Not-in-family","Exec-managerial","Never-married",12,"Assoc-acdm",235485,"Federal-gov",39
"167","<=50K","United-States",40,0,0,"Male","White","Unmarried","Protective-serv","Widowed",14,"Masters",102628,"State-gov",46
"168","<=50K","United-States",16,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",7,"11th",25828,"Private",18
"169","<=50K","United-States",20,0,0,"Female","White","Not-in-family","Prof-specialty","Widowed",11,"Assoc-voc",54826,"Local-gov",66
"170","<=50K","United-States",40,1980,0,"Male","White","Not-in-family","Other-service","Never-married",9,"HS-grad",124953,"Private",27
"171","<=50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",175325,"State-gov",28
"172",">50K","United-States",40,1977,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",96062,"Private",51
"173","<=50K","United-States",50,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",13,"Bachelors",428030,"Private",27
"174",">50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",149624,"State-gov",28
"175","<=50K","United-States",25,0,0,"Female","White","Unmarried","Sales","Married-spouse-absent",9,"HS-grad",253814,"Private",27
"176","<=50K","United-States",40,0,0,"Male","Black","Own-child","Craft-repair","Never-married",9,"HS-grad",312956,"Private",21
"177","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Handlers-cleaners","Never-married",9,"HS-grad",483777,"Private",34
"178","<=50K","United-States",12,0,0,"Male","White","Own-child","Other-service","Never-married",9,"HS-grad",183930,"Private",18
"179","<=50K","United-States",65,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",37274,"Private",33
"180",">50K","United-States",38,0,0,"Male","Black","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",181344,"Local-gov",44
"181","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",10,"Some-college",114580,"Private",43
"182","<=50K","United-States",45,0,0,"Male","Black","Not-in-family","Craft-repair","Never-married",10,"Some-college",633742,"Private",30
"183",">50K","Mexico",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",4,"7th-8th",286370,"Private",40
"184",">50K","United-States",42,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",10,"Some-college",29054,"Federal-gov",37
"185","<=50K","United-States",40,0,0,"Male","Black","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",304030,"Private",34
"186","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Exec-managerial","Divorced",13,"Bachelors",143129,"Self-emp-not-inc",41
"187","<=50K","United-States",50,0,0,"Female","White","Not-in-family","?","Divorced",13,"Bachelors",135105,"?",53
"188","<=50K","United-States",50,0,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",14,"Masters",99928,"Private",31
"189",">50K","United-States",1,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",16,"Doctorate",109567,"State-gov",58
"190","<=50K","United-States",28,0,0,"Female","Black","Not-in-family","Machine-op-inspct","Divorced",10,"Some-college",155222,"Private",38
"191","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",10,"Some-college",159567,"Private",24
"192","<=50K","United-States",40,0,0,"Male","Black","Husband","Craft-repair","Married-civ-spouse",13,"Bachelors",523910,"Local-gov",41
"193","<=50K","United-States",45,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",10,"Some-college",120939,"Private",47
"194","<=50K","United-States",24,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",13,"Bachelors",130760,"Federal-gov",41
"195","<=50K","Mexico",40,0,0,"Male","White","Other-relative","Transport-moving","Married-civ-spouse",3,"5th-6th",197387,"Private",23
"196","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",10,"Some-college",99374,"Private",36
"197",">50K","United-States",55,0,14084,"Female","White","Not-in-family","Exec-managerial","Never-married",14,"Masters",56795,"Federal-gov",40
"198",">50K","United-States",40,0,7298,"Male","White","Other-relative","Prof-specialty","Married-civ-spouse",14,"Masters",138992,"Private",35
"199","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Sales","Never-married",9,"HS-grad",32921,"Self-emp-not-inc",24
"200","<=50K","United-States",40,1876,0,"Female","White","Not-in-family","Prof-specialty","Never-married",14,"Masters",397317,"Private",26
"201","<=50K","Italy",40,0,0,"Male","White","Own-child","?","Never-married",9,"HS-grad",170653,"?",19
"202",">50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",259323,"Private",51
"203","<=50K","United-States",40,1340,0,"Female","White","Not-in-family","Prof-specialty","Never-married",10,"Some-college",254817,"Local-gov",42
"204","<=50K","United-States",35,0,0,"Female","White","Unmarried","Adm-clerical","Divorced",9,"HS-grad",48211,"State-gov",37
"205","<=50K","United-States",40,0,0,"Female","White","Own-child","Sales","Never-married",7,"11th",140164,"Private",18
"206",">50K","United-States",36,0,7298,"Male","Black","Husband","Other-service","Married-civ-spouse",13,"Bachelors",128757,"Private",36
"207","<=50K","United-States",60,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",9,"HS-grad",36270,"Private",35
"208",">50K","United-States",35,0,15024,"Female","White","Wife","Sales","Married-civ-spouse",9,"HS-grad",210563,"Self-emp-inc",58
"209","<=50K","United-States",12,0,0,"Female","White","Own-child","Sales","Never-married",7,"11th",65368,"Private",17
"210","<=50K","United-States",40,0,0,"Male","Black","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",160943,"Local-gov",44
"211",">50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",208358,"Private",37
"212","<=50K","United-States",40,0,0,"Female","Amer-Indian-Eskimo","Not-in-family","Sales","Never-married",10,"Some-college",153790,"Private",35
"213","<=50K","United-States",40,0,0,"Male","Asian-Pac-Islander","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",85815,"Private",60
"214",">50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",4,"7th-8th",125417,"Self-emp-inc",54
"215",">50K","United-States",60,0,0,"Male","Black","Not-in-family","Exec-managerial","Never-married",13,"Bachelors",635913,"Private",37
"216","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Sales","Divorced",12,"Assoc-acdm",313321,"Private",50
"217","<=50K","Poland",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",182609,"Private",38
"218","<=50K","United-States",55,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",109434,"Private",45
"219","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",6,"10th",255004,"Private",25
"220","<=50K","United-States",40,0,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",10,"Some-college",197860,"Private",31
