"","income","native_country","hours_per_week","capital_loss","capital_gain","sex","race","relationship","occupation","marital_status","education_num","education","fnlwgt","workclass","age"
"4092","<=50K","United-States",52,0,0,"Male","White","Own-child","Prof-specialty","Never-married",14,"Masters",134813,"Local-gov",27
"4093","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",190401,"Local-gov",31
"4094","<=50K","United-States",36,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",6,"10th",260617,"Private",21
"4095","<=50K","United-States",54,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",45604,"Private",31
"4096",">50K","United-States",40,0,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",9,"HS-grad",67841,"Private",59
"4097",">50K","United-States",48,1902,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",244522,"Local-gov",40
"4098","<=50K","United-States",40,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",7,"11th",430471,"Private",19
"4099","<=50K","United-States",50,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",194698,"Private",47
"4100","<=50K","United-States",40,0,0,"Male","White","Unmarried","Craft-repair","Never-married",13,"Bachelors",94235,"Private",34
"4101","<=50K","United-States",78,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",188330,"Private",57
"4102","<=50K","United-States",40,0,0,"Male","Black","Husband","Transport-moving","Married-civ-spouse",5,"9th",146181,"Local-gov",51
"4103","<=50K","United-States",20,0,0,"Male","White","Not-in-family","Handlers-cleaners","Never-married",10,"Some-college",177125,"Private",21
"4104","<=50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",68330,"Self-emp-inc",30
"4105","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Handlers-cleaners","Divorced",10,"Some-college",95636,"Private",46
"4106","<=50K","United-States",45,0,0,"Female","White","Not-in-family","Sales","Never-married",13,"Bachelors",238329,"Private",40
"4107","<=50K","El-Salvador",40,0,0,"Male","White","Not-in-family","Other-service","Married-civ-spouse",1,"Preschool",416129,"Private",52
"4108","<=50K","Taiwan",50,0,0,"Male","Asian-Pac-Islander","Not-in-family","Sales","Never-married",13,"Bachelors",285004,"Private",23
"4109","<=50K","United-States",10,0,991,"Female","White","Other-relative","?","Widowed",13,"Bachelors",256514,"?",90
"4110","<=50K","United-States",50,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",9,"HS-grad",186294,"Private",25
"4111","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Transport-moving","Divorced",10,"Some-college",188786,"Private",43
"4112",">50K","United-States",40,0,0,"Female","Amer-Indian-Eskimo","Unmarried","Protective-serv","Divorced",10,"Some-college",31352,"State-gov",38
"4113","<=50K","United-States",30,0,0,"Female","White","Not-in-family","Other-service","Never-married",11,"Assoc-voc",197613,"Private",22
"4114","<=50K","United-States",40,0,1055,"Female","White","Not-in-family","Adm-clerical","Never-married",13,"Bachelors",161942,"Local-gov",33
"4115",">50K","United-States",40,0,5178,"Male","White","Husband","Prof-specialty","Married-civ-spouse",10,"Some-college",275438,"Private",34
"4116","<=50K","United-States",20,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",11,"Assoc-voc",361721,"Private",65
"4117","<=50K","United-States",15,0,0,"Male","White","Own-child","Tech-support","Never-married",9,"HS-grad",144968,"Private",50
"4118","<=50K","United-States",48,0,6849,"Male","White","Not-in-family","Sales","Never-married",13,"Bachelors",190539,"Private",29
"4119","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",178037,"Private",25
"4120","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",10,"Some-college",306985,"Private",54
"4121",">50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",87928,"Private",49
"4122","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",10,"Some-college",242619,"Private",44
"4123","<=50K","United-States",40,0,0,"Female","White","Own-child","Other-service","Divorced",5,"9th",154165,"Private",24
"4124","<=50K","United-States",38,0,0,"Male","White","Not-in-family","Sales","Never-married",13,"Bachelors",511331,"Private",25
"4125","<=50K","United-States",20,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",221026,"Local-gov",65
"4126","<=50K","United-States",45,0,0,"Male","Black","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",222182,"Self-emp-not-inc",56
"4127",">50K","United-States",60,0,15024,"Male","White","Husband","Prof-specialty","Married-civ-spouse",15,"Prof-school",126569,"Self-emp-not-inc",39
"4128","<=50K","United-States",40,0,0,"Female","White","Own-child","Prof-specialty","Never-married",13,"Bachelors",202344,"Private",23
"4129","<=50K","United-States",20,0,0,"Female","White","Not-in-family","Other-service","Never-married",10,"Some-college",190423,"Private",20
"4130","<=50K","El-Salvador",40,0,0,"Male","White","Unmarried","Craft-repair","Never-married",3,"5th-6th",238917,"Private",24
"4131",">50K","United-States",50,1887,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",221947,"Private",41
"4132","<=50K","United-States",50,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",10,"Some-college",37997,"Self-emp-inc",40
"4133",">50K","United-States",50,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",147098,"Private",55
"4134","<=50K","United-States",48,0,0,"Female","White","Unmarried","Adm-clerical","Divorced",9,"HS-grad",278253,"Private",38
"4135","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Adm-clerical","Never-married",9,"HS-grad",195411,"Private",23
"4136","<=50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",76196,"Private",44
"4137",">50K","United-States",40,1887,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",120131,"Private",45
"4138","<=50K","Germany",12,0,0,"Female","White","Own-child","Adm-clerical","Never-married",10,"Some-college",186014,"Self-emp-not-inc",20
"4139","<=50K","United-States",40,0,0,"Male","White","Own-child","Other-service","Never-married",9,"HS-grad",205903,"Private",29
"4140","<=50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",125405,"State-gov",43
"4141","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Machine-op-inspct","Divorced",8,"12th",219838,"Private",30
"4142","<=50K","United-States",38,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",10,"Some-college",19395,"State-gov",28
"4143",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",223327,"Private",31
"4144","<=50K","United-States",40,0,0,"Female","White","Unmarried","Craft-repair","Divorced",9,"HS-grad",114062,"Private",52
"4145",">50K","Iran",50,0,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",13,"Bachelors",95654,"Private",36
"4146","<=50K","United-States",45,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",177305,"Private",38
"4147","<=50K","United-States",40,0,0,"Male","White","Husband","?","Married-civ-spouse",10,"Some-college",299616,"?",66
"4148","<=50K","United-States",40,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",11,"Assoc-voc",117681,"Self-emp-not-inc",63
"4149","<=50K","United-States",35,0,0,"Male","White","Own-child","Other-service","Never-married",10,"Some-college",237651,"Private",21
"4150","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",150570,"State-gov",33
"4151","<=50K","United-States",50,0,1506,"Female","White","Unmarried","Prof-specialty","Divorced",10,"Some-college",106705,"State-gov",46
"4152","<=50K","United-States",20,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",174714,"?",20
"4153","<=50K","United-States",60,0,3325,"Male","White","Not-in-family","Sales","Never-married",13,"Bachelors",175958,"Self-emp-inc",47
"4154",">50K","United-States",55,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",16,"Doctorate",144064,"Private",33
"4155","<=50K","United-States",30,0,0,"Male","Black","Other-relative","?","Never-married",4,"7th-8th",107112,"?",66
"4156","<=50K","?",30,0,0,"Female","White","Own-child","Adm-clerical","Never-married",10,"Some-college",54152,"Private",20
"4157","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Handlers-cleaners","Divorced",9,"HS-grad",152951,"Private",28
"4158","<=50K","Ecuador",28,0,0,"Female","White","Unmarried","Priv-house-serv","Divorced",9,"HS-grad",190487,"Private",46
"4159","<=50K","United-States",45,0,0,"Male","Black","Husband","Sales","Married-civ-spouse",10,"Some-college",306666,"Private",25
"4160","<=50K","United-States",40,0,3137,"Male","White","Own-child","Craft-repair","Married-civ-spouse",9,"HS-grad",195148,"Private",37
"4161","<=50K","United-States",60,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",5,"9th",226624,"Self-emp-not-inc",31
"4162","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",157569,"Private",49
"4163","<=50K","United-States",20,0,0,"Male","White","Unmarried","Tech-support","Married-spouse-absent",10,"Some-college",22966,"State-gov",22
"4164",">50K","United-States",20,0,0,"Female","White","Wife","Other-service","Married-civ-spouse",11,"Assoc-voc",379682,"Private",52
"4165","<=50K","United-States",50,0,0,"Female","White","Wife","Exec-managerial","Married-civ-spouse",12,"Assoc-acdm",446559,"Private",29
"4166","<=50K","United-States",20,0,0,"Female","White","Own-child","Other-service","Never-married",7,"11th",41794,"Private",18
"4167","<=50K","United-States",35,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",90409,"Local-gov",31
"4168","<=50K","Vietnam",35,0,0,"Female","Asian-Pac-Islander","Not-in-family","Other-service","Never-married",10,"Some-college",125491,"Private",23
"4169",">50K","United-States",40,0,0,"Female","Amer-Indian-Eskimo","Wife","?","Married-civ-spouse",11,"Assoc-voc",129661,"?",27
"4170","<=50K","United-States",65,0,0,"Male","White","Husband","Sales","Married-civ-spouse",6,"10th",104748,"Self-emp-not-inc",54
"4171","<=50K","Dominican-Republic",49,0,0,"Female","White","Unmarried","Other-service","Divorced",9,"HS-grad",169182,"Local-gov",50
"4172",">50K","?",40,1902,0,"Male","White","Husband","Tech-support","Married-civ-spouse",14,"Masters",324655,"Private",46
"4173","<=50K","United-States",40,0,0,"Female","White","Own-child","Farming-fishing","Never-married",13,"Bachelors",122272,"Private",24
"4174","<=50K","United-States",18,0,0,"Female","White","Own-child","?","Never-married",7,"11th",114798,"?",17
"4175","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Other-service","Separated",9,"HS-grad",289707,"Self-emp-inc",49
"4176",">50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",137691,"Local-gov",54
"4177",">50K","United-States",60,1902,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",84610,"Private",41
"4178","<=50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",166789,"Private",49
"4179","<=50K","United-States",35,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",348728,"Local-gov",36
"4180","<=50K","Haiti",40,0,0,"Male","Black","Own-child","Transport-moving","Never-married",9,"HS-grad",348092,"Private",23
"4181","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Other-service","Widowed",10,"Some-college",154526,"Private",63
"4182",">50K","Canada",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",9,"HS-grad",288371,"Private",67
"4183","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",9,"HS-grad",182342,"Private",23
"4184","<=50K","United-States",40,0,0,"Male","White","Own-child","Prof-specialty","Never-married",13,"Bachelors",244366,"Private",22
"4185","<=50K","United-States",30,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",11,"Assoc-voc",102423,"Private",66
"4186","<=50K","United-States",50,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",7,"11th",259688,"Private",25
"4187","<=50K","United-States",20,0,0,"Female","White","Unmarried","Machine-op-inspct","Divorced",10,"Some-college",98733,"Private",30
"4188","<=50K","United-States",40,0,2885,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",174856,"Private",35
"4189","<=50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",4,"7th-8th",141797,"Self-emp-not-inc",67
"4190","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Craft-repair","Never-married",8,"12th",327202,"Private",30
"4191","<=50K","United-States",38,0,0,"Female","Black","Not-in-family","Machine-op-inspct","Never-married",10,"Some-college",76996,"Private",26
"4192","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",260560,"Private",34
"4193","<=50K","United-States",40,0,0,"Male","White","Own-child","Sales","Never-married",10,"Some-college",370990,"Private",21
"4194","<=50K","United-States",10,0,0,"Male","White","Own-child","Craft-repair","Never-married",8,"12th",129010,"Private",18
"4195","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",9,"HS-grad",452640,"Private",21
"4196","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",5,"9th",120796,"Self-emp-inc",76
"4197","<=50K","?",70,0,0,"Male","Asian-Pac-Islander","Husband","Protective-serv","Married-civ-spouse",10,"Some-college",45334,"Federal-gov",51
"4198","<=50K","United-States",56,0,0,"Female","White","Wife","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",229523,"Private",26
"4199","<=50K","United-States",25,0,0,"Female","White","Not-in-family","Other-service","Never-married",8,"12th",127388,"Private",18
"4200","<=50K","United-States",40,0,0,"Male","White","Own-child","?","Never-married",7,"11th",395567,"?",18
"4201","<=50K","United-States",50,1672,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",11,"Assoc-voc",119422,"Private",34
"4202","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Exec-managerial","Divorced",9,"HS-grad",193895,"Private",59
"4203",">50K","United-States",45,0,14084,"Male","White","Not-in-family","Exec-managerial","Separated",13,"Bachelors",163083,"Private",55
"4204","<=50K","United-States",72,0,0,"Male","White","Not-in-family","Farming-fishing","Never-married",10,"Some-college",155343,"Self-emp-not-inc",33
"4205","<=50K","United-States",10,0,0,"Female","White","Own-child","Other-service","Never-married",9,"HS-grad",73895,"Private",25
"4206","<=50K","United-States",10,0,0,"Female","White","Not-in-family","Machine-op-inspct","Widowed",9,"HS-grad",107682,"Private",48
"4207","<=50K","United-States",5,0,0,"Female","White","Not-in-family","Sales","Divorced",13,"Bachelors",321166,"Private",64
"4208",">50K","United-States",45,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",14,"Masters",154940,"Local-gov",47
"4209","<=50K","United-States",40,0,0,"Female","White","Own-child","Tech-support","Never-married",10,"Some-college",103700,"Private",26
"4210",">50K","United-States",48,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",12,"Assoc-acdm",63509,"Private",36
"4211","<=50K","United-States",40,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",9,"HS-grad",243842,"Private",21
"4212","<=50K","United-States",25,0,0,"Female","White","Not-in-family","?","Never-married",4,"7th-8th",187221,"?",54
"4213","<=50K","United-States",44,0,0,"Male","White","Own-child","Machine-op-inspct","Never-married",9,"HS-grad",58597,"Private",30
"4214","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",9,"HS-grad",190290,"Self-emp-not-inc",41
"4215",">50K","United-States",35,0,8614,"Female","White","Not-in-family","?","Never-married",14,"Masters",158352,"?",53
"4216","<=50K","United-States",30,0,0,"Male","Black","Other-relative","Sales","Never-married",10,"Some-college",62165,"Private",34
"4217","<=50K","United-States",35,0,0,"Female","White","Own-child","?","Never-married",10,"Some-college",307149,"?",20
"4218","<=50K","El-Salvador",49,0,0,"Male","White","Not-in-family","Sales","Never-married",6,"10th",280134,"Private",24
"4219","<=50K","United-States",20,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",118736,"Private",26
