"","income","native_country","hours_per_week","capital_loss","capital_gain","sex","race","relationship","occupation","marital_status","education_num","education","fnlwgt","workclass","age"
"2021","<=50K","England",40,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",16,"Doctorate",103110,"Private",36
"2022","<=50K","Nicaragua",40,0,0,"Male","White","Other-relative","Other-service","Divorced",10,"Some-college",160362,"Private",32
"2023","<=50K","United-States",40,0,0,"Female","White","Own-child","Other-service","Divorced",12,"Assoc-acdm",204621,"Private",35
"2024","<=50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",35309,"Private",36
"2025","<=50K","United-States",50,0,0,"Female","White","Not-in-family","?","Never-married",13,"Bachelors",154373,"?",23
"2026",">50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",11,"Assoc-voc",194772,"Private",47
"2027","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Handlers-cleaners","Never-married",9,"HS-grad",154410,"Private",35
"2028","<=50K","United-States",40,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",10,"Some-college",220563,"Federal-gov",44
"2029","<=50K","United-States",50,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",253354,"State-gov",32
"2030",">50K","United-States",40,1485,0,"Female","White","Wife","Exec-managerial","Married-civ-spouse",12,"Assoc-acdm",211699,"Private",32
"2031",">50K","United-States",10,0,20051,"Female","White","Wife","Prof-specialty","Married-civ-spouse",10,"Some-college",167501,"Self-emp-not-inc",63
"2032","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",11,"Assoc-voc",229732,"Private",34
"2033","<=50K","United-States",40,0,0,"Male","Black","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",185465,"Private",47
"2034","<=50K","United-States",35,0,0,"Male","Black","Own-child","Sales","Married-civ-spouse",7,"11th",335764,"Private",27
"2035","<=50K","United-States",42,0,0,"Female","White","Unmarried","Exec-managerial","Separated",9,"HS-grad",460046,"Private",23
"2036","<=50K","United-States",40,0,0,"Female","Amer-Indian-Eskimo","Other-relative","?","Never-married",10,"Some-college",33487,"?",19
"2037","<=50K","United-States",38,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",6,"10th",176924,"Private",50
"2038","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",10,"Some-college",213307,"State-gov",49
"2039",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",83893,"Private",36
"2040","<=50K","United-States",40,0,0,"Male","White","Unmarried","Exec-managerial","Never-married",13,"Bachelors",194102,"Private",23
"2041","<=50K","United-States",38,0,0,"Female","Black","Unmarried","Other-service","Widowed",4,"7th-8th",238611,"Private",61
"2042","<=50K","United-States",16,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",10,"Some-college",113597,"Private",41
"2043",">50K","United-States",60,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",208406,"Self-emp-not-inc",27
"2044","<=50K","United-States",70,0,0,"Male","White","Not-in-family","Exec-managerial","Divorced",13,"Bachelors",274528,"Private",53
"2045","<=50K","United-States",10,0,0,"Male","White","Own-child","Adm-clerical","Never-married",6,"10th",60116,"Self-emp-not-inc",17
"2046","<=50K","United-States",30,0,0,"Male","White","Not-in-family","?","Never-married",9,"HS-grad",196816,"?",23
"2047","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",10,"Some-college",166368,"Private",53
"2048",">50K","United-States",42,1848,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",303954,"Private",28
"2049","<=50K","United-States",40,0,0,"Female","White","Own-child","Prof-specialty","Married-spouse-absent",13,"Bachelors",99386,"Private",24
"2050","<=50K","United-States",20,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",10,"Some-college",188569,"Private",22
"2051",">50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",302868,"Private",53
"2052","<=50K","United-States",20,0,0,"Male","Black","Other-relative","Other-service","Never-married",7,"11th",283342,"Private",18
"2053","<=50K","Mexico",50,0,0,"Male","White","Unmarried","Sales","Never-married",10,"Some-college",233777,"Private",24
"2054","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Sales","Never-married",9,"HS-grad",170038,"Private",20
"2055","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",4,"7th-8th",261319,"Local-gov",30
"2056",">50K","United-States",40,0,8614,"Male","White","Not-in-family","Prof-specialty","Never-married",11,"Assoc-voc",367237,"State-gov",37
"2057","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",126838,"Private",34
"2058","<=50K","United-States",30,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",9,"HS-grad",354104,"Private",19
"2059","<=50K","Mexico",40,0,0,"Female","White","Own-child","Adm-clerical","Never-married",8,"12th",176321,"Private",20
"2060","<=50K","United-States",40,0,0,"Female","Asian-Pac-Islander","Not-in-family","Other-service","Divorced",9,"HS-grad",85129,"Private",47
"2061","<=50K","United-States",32,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",376474,"?",20
"2062","<=50K","United-States",40,0,0,"Female","White","Own-child","Prof-specialty","Never-married",13,"Bachelors",62507,"Private",22
"2063",">50K","United-States",40,1977,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",111252,"Local-gov",42
"2064","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",10,"Some-college",156889,"Private",60
"2065","<=50K","Mexico",40,0,0,"Female","White","Unmarried","Priv-house-serv","Never-married",9,"HS-grad",549430,"Private",32
"2066",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",29696,"Private",46
"2067","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Widowed",9,"HS-grad",98837,"Private",66
"2068",">50K","United-States",30,0,0,"Female","Asian-Pac-Islander","Wife","Other-service","Married-civ-spouse",13,"Bachelors",86150,"Private",37
"2069","<=50K","United-States",44,0,0,"Male","White","Own-child","Exec-managerial","Divorced",10,"Some-college",204991,"Private",34
"2070","<=50K","United-States",46,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",371886,"Private",45
"2071","<=50K","United-States",40,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",7,"11th",103605,"Private",35
"2072","<=50K","United-States",40,0,0,"Male","White","Husband","?","Married-civ-spouse",9,"HS-grad",54851,"?",63
"2073",">50K","United-States",40,0,0,"Male","Black","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",133050,"Local-gov",51
"2074",">50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",10,"Some-college",126569,"Local-gov",36
"2075","<=50K","United-States",40,0,0,"Male","Black","Own-child","Adm-clerical","Never-married",9,"HS-grad",144259,"Federal-gov",25
"2076","<=50K","United-States",38,0,0,"Female","White","Unmarried","Other-service","Divorced",9,"HS-grad",161482,"Private",51
"2077","<=50K","United-States",40,0,0,"Male","White","Own-child","Machine-op-inspct","Never-married",10,"Some-college",305449,"Self-emp-not-inc",25
"2078","<=50K","United-States",45,0,0,"Male","White","Own-child","Farming-fishing","Never-married",9,"HS-grad",125010,"Private",19
"2079","<=50K","United-States",45,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",304133,"Private",47
"2080","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Protective-serv","Separated",9,"HS-grad",120617,"Local-gov",59
"2081",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",157747,"Private",34
"2082","<=50K","United-States",60,0,0,"Female","White","Unmarried","Exec-managerial","Separated",10,"Some-college",297396,"Private",40
"2083","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Machine-op-inspct","Divorced",9,"HS-grad",121287,"Private",42
"2084","<=50K","Honduras",17,0,0,"Female","White","Wife","?","Married-civ-spouse",9,"HS-grad",308493,"?",28
"2085",">50K","United-States",60,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",49115,"Private",37
"2086",">50K","United-States",38,0,0,"Male","White","Husband","Sales","Married-civ-spouse",12,"Assoc-acdm",208302,"Self-emp-inc",51
"2087","<=50K","United-States",36,0,0,"Male","White","Own-child","Adm-clerical","Never-married",9,"HS-grad",304032,"Private",25
"2088",">50K","United-States",40,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",9,"HS-grad",207301,"Federal-gov",31
"2089",">50K","United-States",44,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",123211,"Private",37
"2090",">50K","United-States",45,0,0,"Male","White","Husband","Sales","Married-civ-spouse",12,"Assoc-acdm",33521,"Private",42
"2091","<=50K","United-States",40,0,0,"Male","White","Not-in-family","?","Never-married",13,"Bachelors",410351,"?",29
"2092","<=50K","United-States",50,0,0,"Male","White","Not-in-family","Sales","Divorced",10,"Some-college",410034,"Private",35
"2093",">50K","United-States",47,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",175339,"Private",51
"2094","<=50K","United-States",36,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",27937,"?",22
"2095",">50K","United-States",40,1485,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",168211,"Private",49
"2096","<=50K","Japan",16,0,0,"Male","Asian-Pac-Islander","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",125680,"Private",26
"2097","<=50K","United-States",46,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",160829,"Local-gov",56
"2098",">50K","United-States",45,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",10,"Some-college",266529,"Private",52
"2099","<=50K","?",4,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",14,"Masters",115023,"Self-emp-not-inc",61
"2100",">50K","United-States",40,0,0,"Female","White","Not-in-family","Exec-managerial","Divorced",13,"Bachelors",224149,"State-gov",47
"2101","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",11,"Assoc-voc",150930,"Private",52
"2102","<=50K","United-States",40,0,0,"Female","White","Unmarried","Craft-repair","Divorced",9,"HS-grad",343699,"Private",30
"2103",">50K","United-States",55,0,99999,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",172826,"Self-emp-inc",43
"2104","<=50K","?",40,0,0,"Male","Asian-Pac-Islander","Husband","Transport-moving","Married-civ-spouse",10,"Some-college",163392,"Private",35
"2105","<=50K","United-States",40,0,0,"Male","White","Own-child","?","Never-married",8,"12th",103810,"?",17
"2106",">50K","United-States",40,1887,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",213821,"Private",42
"2107","<=50K","Dominican-Republic",35,0,0,"Female","Black","Other-relative","Craft-repair","Married-spouse-absent",10,"Some-college",211265,"Private",26
"2108","<=50K","United-States",40,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",9,"HS-grad",160586,"Local-gov",58
"2109",">50K","United-States",40,0,5556,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",146454,"Private",66
"2110",">50K","United-States",60,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",203277,"Private",30
"2111","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Separated",10,"Some-college",309895,"Private",46
"2112",">50K","United-States",35,1902,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",10,"Some-college",26522,"Private",45
"2113","<=50K","United-States",40,0,0,"Female","White","Unmarried","Sales","Never-married",9,"HS-grad",103809,"Private",57
"2114","<=50K","United-States",40,0,0,"Male","White","Own-child","Exec-managerial","Never-married",13,"Bachelors",90291,"Private",25
"2115","<=50K","United-States",10,0,0,"Female","White","Own-child","Tech-support","Never-married",10,"Some-college",181761,"State-gov",21
"2116","<=50K","United-States",55,1669,0,"Male","White","Not-in-family","Craft-repair","Divorced",9,"HS-grad",35330,"Private",37
"2117","<=50K","United-States",30,0,0,"Female","White","Not-in-family","Prof-specialty","Divorced",14,"Masters",135776,"Local-gov",45
"2118","<=50K","United-States",5,0,0,"Female","White","Not-in-family","?","Widowed",16,"Doctorate",188172,"?",61
"2119","<=50K","United-States",40,0,0,"Male","White","Own-child","Craft-repair","Never-married",9,"HS-grad",179579,"Private",39
"2120","<=50K","United-States",53,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",9,"HS-grad",193626,"Private",42
"2121","<=50K","United-States",40,0,0,"Female","White","Own-child","Machine-op-inspct","Never-married",9,"HS-grad",108887,"Private",20
"2122","<=50K","United-States",16,0,0,"Male","Black","Own-child","Protective-serv","Never-married",9,"HS-grad",199070,"Private",23
"2123","<=50K","United-States",40,0,0,"Male","White","Own-child","Tech-support","Never-married",13,"Bachelors",441591,"Private",25
"2124","<=50K","El-Salvador",40,0,0,"Female","White","Own-child","Priv-house-serv","Never-married",3,"5th-6th",185254,"Private",47
"2125","<=50K","United-States",45,0,0,"Male","White","Own-child","Sales","Never-married",9,"HS-grad",109307,"Private",24
"2126","<=50K","United-States",15,0,0,"Female","Asian-Pac-Islander","Own-child","?","Never-married",10,"Some-college",81853,"?",20
"2127","<=50K","United-States",70,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",9,"HS-grad",23621,"Private",35
"2128",">50K","Jamaica",38,0,0,"Female","Black","Wife","Other-service","Married-civ-spouse",9,"HS-grad",145178,"Local-gov",44
"2129","<=50K","United-States",50,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",10,"Some-college",30575,"State-gov",47
"2130","<=50K","India",40,0,0,"Female","Asian-Pac-Islander","Unmarried","Adm-clerical","Separated",7,"11th",130620,"State-gov",28
"2131","<=50K","United-States",60,0,0,"Female","White","Unmarried","Prof-specialty","Divorced",14,"Masters",22155,"Local-gov",41
"2132","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",9,"HS-grad",106437,"Private",31
"2133","<=50K","United-States",25,0,0,"Female","White","Not-in-family","Exec-managerial","Never-married",14,"Masters",79787,"Private",27
"2134","<=50K","United-States",40,0,5013,"Male","White","Husband","Craft-repair","Married-civ-spouse",11,"Assoc-voc",326857,"Private",47
"2135","<=50K","United-States",40,0,0,"Female","Asian-Pac-Islander","Not-in-family","Sales","Never-married",9,"HS-grad",81853,"Private",44
"2136","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Priv-house-serv","Never-married",10,"Some-college",120933,"Private",61
"2137","<=50K","Puerto-Rico",40,0,0,"Female","White","Other-relative","Adm-clerical","Divorced",10,"Some-college",153143,"Federal-gov",42
"2138","<=50K","United-States",28,0,0,"Female","White","Not-in-family","Other-service","Never-married",9,"HS-grad",27669,"Private",46
"2139",">50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",105444,"Private",46
"2140","<=50K","United-States",38,0,0,"Female","White","Unmarried","Prof-specialty","Widowed",14,"Masters",169785,"Local-gov",54
"2141","<=50K","United-States",40,0,0,"Male","White","Unmarried","Tech-support","Widowed",9,"HS-grad",122493,"Private",49
"2142","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Widowed",10,"Some-college",242670,"Local-gov",56
"2143","<=50K","United-States",40,0,0,"Female","White","Own-child","Prof-specialty","Divorced",14,"Masters",54933,"Private",52
"2144","<=50K","Puerto-Rico",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",209317,"Private",34
"2145","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",282631,"Self-emp-not-inc",25
"2146","<=50K","United-States",40,0,0,"Female","White","Own-child","Prof-specialty","Never-married",7,"11th",98044,"Private",18
"2147","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",187487,"Private",58
"2148","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Prof-specialty","Divorced",13,"Bachelors",60186,"State-gov",31
"2149","<=50K","United-States",55,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",75648,"Private",29
"2150","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Machine-op-inspct","Never-married",7,"11th",201175,"Private",28
"2151","<=50K","United-States",48,0,0,"Male","White","Not-in-family","Adm-clerical","Never-married",10,"Some-college",19302,"Private",30
"2152","<=50K","United-States",30,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",300812,"?",21
"2153",">50K","United-States",35,1887,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",146659,"Private",44
"2154","<=50K","United-States",70,0,0,"Female","White","Not-in-family","Priv-house-serv","Widowed",6,"10th",101887,"Private",75
"2155","<=50K","United-States",40,0,0,"Male","White","Husband","?","Married-civ-spouse",7,"11th",117778,"?",66
"2156","<=50K","United-States",40,0,0,"Male","Black","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",60726,"Private",26
"2157",">50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",201763,"Self-emp-inc",33
"2158",">50K","United-States",65,0,15024,"Male","White","Husband","Sales","Married-civ-spouse",14,"Masters",119253,"Self-emp-inc",57
"2159",">50K","Italy",55,0,0,"Male","White","Husband","Sales","Married-civ-spouse",3,"5th-6th",121124,"Self-emp-not-inc",47
"2160",">50K","United-States",40,0,7298,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",220132,"Private",41
"2161","<=50K","United-States",37,0,0,"Female","White","Not-in-family","Other-service","Never-married",10,"Some-college",60639,"Private",21
"2162","<=50K","United-States",17,0,0,"Male","White","Own-child","Craft-repair","Never-married",7,"11th",195262,"Private",17
"2163","<=50K","United-States",55,0,0,"Male","White","Husband","?","Married-civ-spouse",13,"Bachelors",113544,"?",61
"2164",">50K","United-States",8,0,0,"Female","White","Wife","?","Married-civ-spouse",9,"HS-grad",331650,"?",47
"2165","<=50K","United-States",15,0,0,"Female","Black","Own-child","Other-service","Never-married",10,"Some-college",100587,"Private",22
"2166","<=50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",9,"HS-grad",298130,"Private",47
"2167",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",242391,"Private",45
"2168","<=50K","United-States",50,0,0,"Male","White","Unmarried","Sales","Divorced",11,"Assoc-voc",197867,"Self-emp-not-inc",32
"2169","<=50K","United-States",30,0,0,"Female","Black","Not-in-family","Priv-house-serv","Separated",6,"10th",151977,"Private",59
"2170","<=50K","United-States",50,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",277347,"Private",38
"2171","<=50K","United-States",40,0,0,"Female","White","Own-child","Protective-serv","Separated",9,"HS-grad",125249,"Private",33
"2172","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",222142,"Private",41
"2173","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",5,"9th",270194,"Private",51
"2174","<=50K","United-States",48,0,0,"Male","White","Husband","Sales","Married-civ-spouse",9,"HS-grad",169995,"Private",42
"2175",">50K","United-States",40,0,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",13,"Bachelors",359155,"Private",27
"2176","<=50K","United-States",45,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",123992,"Private",60
"2177","<=50K","United-States",35,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",266080,"Local-gov",64
"2178",">50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",12,"Assoc-acdm",201531,"Private",37
"2179",">50K","United-States",45,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",179704,"Self-emp-not-inc",54
"2180",">50K","United-States",50,0,0,"Female","White","Wife","Exec-managerial","Married-civ-spouse",12,"Assoc-acdm",393673,"Private",36
"2181",">50K","?",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",244147,"Private",34
"2182",">50K","United-States",5,0,0,"Male","White","Unmarried","Sales","Divorced",14,"Masters",438696,"Self-emp-not-inc",41
"2183","<=50K","United-States",75,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",4,"7th-8th",207568,"Self-emp-not-inc",35
"2184",">50K","United-States",68,0,0,"Male","White","Husband","Sales","Married-civ-spouse",14,"Masters",54052,"Self-emp-inc",63
"2185","<=50K","United-States",40,0,0,"Male","White","Other-relative","Craft-repair","Divorced",9,"HS-grad",187581,"Private",46
"2186","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Prof-specialty","Divorced",14,"Masters",77102,"Self-emp-not-inc",47
"2187","<=50K","United-States",65,0,0,"Male","White","Not-in-family","Machine-op-inspct","Never-married",13,"Bachelors",353010,"Private",24
"2188","<=50K","United-States",30,0,0,"Male","White","Not-in-family","Sales","Never-married",10,"Some-college",54131,"Private",29
"2189","<=50K","United-States",18,0,0,"Female","White","Not-in-family","Transport-moving","Widowed",10,"Some-college",39890,"Federal-gov",74
"2190",">50K","United-States",70,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",7,"11th",156877,"Private",50
"2191","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",10,"Some-college",355686,"Private",22
"2192","<=50K","United-States",40,0,0,"Female","Black","Own-child","Adm-clerical","Separated",8,"12th",300168,"Private",48
"2193","<=50K","Mexico",40,0,0,"Male","White","Other-relative","Handlers-cleaners","Married-civ-spouse",5,"9th",488720,"Private",30
"2194","<=50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",157287,"Private",32
"2195","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",184659,"Private",39
"2196",">50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",214169,"Private",49
"2197","<=50K","United-States",40,0,0,"Female","White","Own-child","Adm-clerical","Never-married",13,"Bachelors",192149,"Private",25
"2198",">50K","United-States",40,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",13,"Bachelors",137253,"Private",50
"2199","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",373050,"Private",44
"2200","<=50K","United-States",60,0,6767,"Male","White","Husband","Farming-fishing","Married-civ-spouse",11,"Assoc-voc",90377,"Private",65
"2201","<=50K","United-States",60,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",12,"Assoc-acdm",183151,"Federal-gov",28
"2202","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Widowed",13,"Bachelors",227158,"Private",55
"2203","<=50K","United-States",50,0,0,"Female","White","Own-child","Prof-specialty","Never-married",13,"Bachelors",34021,"Local-gov",49
"2204","<=50K","United-States",12,0,0,"Female","White","Unmarried","Exec-managerial","Separated",9,"HS-grad",165148,"Private",31
"2205",">50K","United-States",40,0,0,"Female","Black","Wife","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",211668,"Private",47
"2206",">50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",358886,"Private",45
"2207","<=50K","United-States",40,0,0,"Female","Black","Not-in-family","Other-service","Never-married",9,"HS-grad",47707,"Private",35
"2208","<=50K","South",60,0,0,"Male","Asian-Pac-Islander","Husband","Sales","Married-civ-spouse",13,"Bachelors",306982,"Self-emp-not-inc",34
"2209","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Protective-serv","Widowed",9,"HS-grad",52590,"Local-gov",49
"2210","<=50K","United-States",35,0,0,"Female","White","Not-in-family","?","Divorced",10,"Some-college",179352,"?",39
"2211","<=50K","United-States",42,0,0,"Female","White","Not-in-family","Other-service","Never-married",9,"HS-grad",158156,"Private",27
"2212","<=50K","United-States",40,0,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",9,"HS-grad",70055,"Private",42
"2213",">50K","United-States",30,0,0,"Male","White","Husband","?","Married-civ-spouse",3,"5th-6th",131852,"?",60
"2214","<=50K","United-States",40,0,1055,"Male","White","Not-in-family","Other-service","Never-married",9,"HS-grad",177825,"Self-emp-not-inc",64
"2215",">50K","United-States",48,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",127215,"Private",33
"2216","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",10,"Some-college",175183,"Private",23
"2217",">50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",142287,"Private",45
"2218","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Machine-op-inspct","Never-married",9,"HS-grad",221324,"Private",34
"2219","<=50K","Mexico",37,0,0,"Female","White","Not-in-family","Sales","Divorced",9,"HS-grad",227602,"Private",53
