"","income","native_country","hours_per_week","capital_loss","capital_gain","sex","race","relationship","occupation","marital_status","education_num","education","fnlwgt","workclass","age"
"3165","<=50K","Mexico",40,0,0,"Female","White","Wife","Exec-managerial","Married-civ-spouse",6,"10th",200641,"Private",27
"3166",">50K","?",50,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",211654,"Private",53
"3167",">50K","United-States",35,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",242720,"Private",38
"3168",">50K","United-States",70,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",111567,"Private",31
"3169","<=50K","United-States",35,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",179533,"Private",41
"3170","<=50K","United-States",40,0,0,"Female","White","Own-child","Adm-clerical","Never-married",10,"Some-college",334693,"State-gov",22
"3171","<=50K","United-States",60,0,0,"Male","White","Husband","Sales","Married-civ-spouse",14,"Masters",198096,"Self-emp-not-inc",43
"3172","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",10,"Some-college",355756,"State-gov",41
"3173","<=50K","United-States",35,0,0,"Female","White","Wife","Handlers-cleaners","Married-civ-spouse",10,"Some-college",19395,"Private",27
"3174","<=50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",242586,"Local-gov",41
"3175",">50K","United-States",45,0,99999,"Male","White","Not-in-family","Prof-specialty","Divorced",15,"Prof-school",208358,"Private",36
"3176",">50K","United-States",40,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",13,"Bachelors",160647,"Private",49
"3177","<=50K","United-States",45,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",9,"HS-grad",227943,"Private",20
"3178","<=50K","United-States",45,0,0,"Female","White","Unmarried","Other-service","Married-spouse-absent",9,"HS-grad",197665,"Self-emp-not-inc",58
"3179","<=50K","Trinadad&Tobago",40,0,0,"Female","Black","Not-in-family","Other-service","Never-married",8,"12th",216129,"Self-emp-not-inc",35
"3180",">50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",326104,"Local-gov",30
"3181","<=50K","United-States",40,0,0,"Male","White","Own-child","Craft-repair","Never-married",9,"HS-grad",57211,"Private",21
"3182","<=50K","United-States",45,0,0,"Male","White","Unmarried","Machine-op-inspct","Never-married",12,"Assoc-acdm",100219,"Private",29
"3183","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Sales","Widowed",9,"HS-grad",291192,"Private",40
"3184",">50K","United-States",40,0,0,"Female","Asian-Pac-Islander","Unmarried","Prof-specialty","Never-married",13,"Bachelors",93415,"State-gov",54
"3185",">50K","United-States",60,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",191502,"Private",35
"3186","<=50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",261382,"Private",35
"3187","<=50K","?",40,0,0,"Female","White","Not-in-family","Other-service","Married-spouse-absent",13,"Bachelors",170230,"Private",40
"3188","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Sales","Separated",9,"HS-grad",374924,"Private",59
"3189","<=50K","United-States",50,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",10,"Some-college",320984,"Self-emp-inc",43
"3190",">50K","United-States",60,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",6,"10th",338320,"Private",39
"3191","<=50K","United-States",30,0,0,"Female","Black","Not-in-family","Machine-op-inspct","Separated",4,"7th-8th",135190,"Private",51
"3192","<=50K","United-States",60,0,2964,"Female","White","Not-in-family","Other-service","Never-married",10,"Some-college",157909,"Private",71
"3193","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Machine-op-inspct","Divorced",8,"12th",637222,"Private",33
"3194","<=50K","United-States",35,0,0,"Male","Black","Own-child","Other-service","Divorced",9,"HS-grad",430084,"Private",28
"3195","<=50K","United-States",40,0,0,"Male","White","Unmarried","Sales","Married-spouse-absent",9,"HS-grad",125279,"Private",30
"3196","<=50K","Mexico",40,0,0,"Male","White","Other-relative","Farming-fishing","Married-spouse-absent",3,"5th-6th",221955,"Private",20
"3197","<=50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",9,"HS-grad",180195,"Self-emp-inc",51
"3198",">50K","United-States",40,0,0,"Female","White","Wife","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",208778,"Private",39
"3199",">50K","United-States",40,0,0,"Male","Asian-Pac-Islander","Husband","Sales","Married-civ-spouse",10,"Some-college",81534,"Private",62
"3200","<=50K","?",60,0,0,"Male","White","Own-child","Exec-managerial","Never-married",9,"HS-grad",325538,"Private",37
"3201","<=50K","Dominican-Republic",50,0,0,"Male","White","Not-in-family","Machine-op-inspct","Never-married",5,"9th",142264,"Private",28
"3202","<=50K","South",48,0,0,"Male","Asian-Pac-Islander","Own-child","Sales","Never-married",9,"HS-grad",128604,"Private",23
"3203","<=50K","United-States",30,0,0,"Female","White","Wife","Sales","Married-civ-spouse",13,"Bachelors",277886,"Private",39
"3204",">50K","United-States",65,0,0,"Male","White","Unmarried","Sales","Widowed",13,"Bachelors",100029,"Self-emp-inc",50
"3205","<=50K","United-States",40,0,0,"Male","White","Unmarried","Craft-repair","Never-married",4,"7th-8th",169269,"Private",31
"3206",">50K","United-States",50,1977,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",160472,"Local-gov",45
"3207","<=50K","United-States",40,0,0,"Male","Other","Own-child","?","Never-married",13,"Bachelors",123983,"?",23
"3208","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Machine-op-inspct","Widowed",6,"10th",297884,"Private",47
"3209","<=50K","United-States",18,0,0,"Female","White","Not-in-family","Prof-specialty","Widowed",9,"HS-grad",99131,"Private",59
"3210","<=50K","United-States",40,0,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",12,"Assoc-acdm",44392,"Private",32
"3211","<=50K","United-States",5,0,0,"Male","White","Not-in-family","?","Widowed",4,"7th-8th",29441,"?",82
"3212",">50K","United-States",55,2415,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",199029,"Private",49
"3213","<=50K","United-States",17,0,0,"Male","White","Not-in-family","Other-service","Widowed",9,"HS-grad",181508,"Federal-gov",74
"3214","<=50K","United-States",35,0,0,"Male","White","Own-child","Adm-clerical","Never-married",10,"Some-college",190625,"Private",22
"3215","<=50K","Greece",55,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",194740,"Private",32
"3216",">50K","United-States",50,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",13,"Bachelors",27380,"Private",34
"3217",">50K","United-States",60,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",13,"Bachelors",160631,"Private",59
"3218",">50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",224531,"Private",36
