customer_id,income,spend,restoraunt,cosmetic,gender
10493682,114449.0,539625.79,294.0,0.0,0
52091338,111573.0,103281.89,0.0,0.0,0
79496375,465525.8,434268.98,19121.0,0.0,1
27868636,578934.8,5811594.54,289623.6,40024.92,1
40722638,19314.5,155344.31,186.0,1830.8,0
50647057,0.0,349200.0,0.0,0.0,0
19087930,17950.0,120134.23,2911.0,0.0,1
53393963,285e3,628370.09,5428.0,0.0,1
87667031,485550.2,987854.25,5385.62,5095.6,0
16768663,151250.0,244091.8,0.0,241.0,0
87866237,608637.71,716011.1,431.0,0.0,0
58629398,7e3,235170.23,720.0,0.0,0
48180760,390616.43,992117.47,1277.0,8500.0,1
11542491,133400.0,408460.0,602.0,0.0,0
4024330,62520.0,61689.81,6464.3099999999995,1234.5,0
70227980,179925.29,838519.7,837.0,13960.9,0
44642438,85937.42,1030903.23,4256.0,4393.8,1
2658384,290640.0,921599.03,19146.14,5946.7,0
98222191,0.0,118750.0,0.0,0.0,0
29709918,13400.0,13232.0,0.0,0.0,0
6808459,2504872.27,3727454.11,38874.450000000004,0.0,1
29607953,515409.11,150843.32,0.0,0.0,0
99024172,15445.41,528328.93,0.0,212.0,1
75328477,158691.51,704769.32,82.5,0.0,1
16240272,80750.0,383255.36,135.0,0.0,1
10915793,134200.0,454349.49,11886.0,0.0,1
68368659,141987.25,1418369.88,68335.68,14831.05,1
85681838,0.0,55733.0,0.0,0.0,1
24436367,1887144.85,2444036.75,37054.0,9966.0,1
88351231,193700.0,476038.22,0.0,0.0,1
44353987,0.0,243678.76,0.0,0.0,0
96367039,234024.12,502814.55,0.0,2268.0,0
91403118,500.0,168164.39,0.0,356.4,0
38949486,25516.79,289780.31,0.0,0.0,1
79155704,137202.04,472303.91,10325.0,1455.1,0
21512738,962606.37,1080935.97,2639.0,5612.0,0
59763029,690826.73,1207291.86,0.0,4633.2,0
60034294,46900.0,185358.0,0.0,0.0,0
74751262,543009.0,650732.14,8812.8,4748.0,0
78066879,746431.33,1119723.31,9157.0,2199.0,1
92197764,730416.27,848667.62,14416.5,988.0,1
18889791,2219196.77,2053164.87,0.0,0.0,0
37466831,232060.0,318798.6,0.0,3664.1,0
39435977,466934.17,469188.93,23754.4,1919.1,0
17793655,98385.0,200150.42,1683.1,0.0,0
36622596,53400.0,298436.66,0.0,0.0,0
99563406,115204.4,522778.78,2216.0,0.0,1
5202939,28e3,130488.0,0.0,0.0,1
49637214,418310.26,978915.97,218.0,0.0,0
24567813,2942900.0,1448432.38,7368.0,8140.0,1
41289285,111900.0,295999.75,6619.8,0.0,1
97676287,3073220.0,3034604.23,2623.0,0.0,1
21205194,16e3,613287.92,1220.0,146.0,1
50706604,5e4,60134.0,0.0,0.0,0
18694042,433352.0,278913.64,0.0,0.0,0
15701539,212828.5,2251745.54,16888.0,8716.300000000001,1
70207491,27704.21,437025.2,0.0,0.0,1
52976855,578144.78,949932.89,12168.75,6289.22,0
54083546,110181.0,762320.65,1791.0,1960.7,0
73933347,28330.4,299149.0,0.0,0.0,0
16404236,538312.0,444090.44,0.0,0.0,0
80524003,0.0,1182917.84,0.0,0.0,1
83571433,124927.0,238570.05,970.0,792.0,0
44223937,66600.0,205076.71,0.0,0.0,0
12660882,0.0,106070.0,0.0,0.0,0
70768141,7154.0,393971.14,512.0,0.0,0
75225096,229580.0,246974.91,17798.25,3634.48,0
36056980,1440.0,949637.15,0.0,54076.65,0
45761613,7357094.46,7695881.76,109437.73,24553.1,1
60042933,19500.0,263320.0,0.0,0.0,0
88365698,117577.36,293738.22,0.0,9493.36,0
22235271,0.0,558078.83,0.0,1932.1299999999999,1
43184017,393030.6,332792.99,2979.0,3922.4,0
48923266,24712.92,689063.76,0.0,0.0,1
48675742,858e3,1238612.17,4318.0,0.0,1
66368134,240360.0,1559550.45,3138.0,11058.4,1
72045112,303575.0,723669.98,751.5,3917.25,0
30605495,267860.0,810692.42,39691.7,1360.0,1
85985640,832015.72,2489134.52,23524.0,16613.0,1
95154029,422311.6,520928.1,600.0,0.0,0
87502549,56287.0,517468.26,11639.0,0.0,1
24467923,103508.82,140711.81,130.0,1507.0,0
39975016,109351.0,515219.83,304.0,957.5,0
20352442,491942.85,612441.04,1435.0,728.0,0
75282650,223700.0,264401.42,876.0,10356.89,0
23097908,210846.0,728594.2,0.0,2759.4,0
2548573,628960.18,2421412.84,0.0,0.0,1
53556576,220016.69,462508.51,0.0,0.0,0
21044517,14684386.34,13226383.24,76368.74,41237.8,0
83391046,970973.0,1072324.47,423.0,669.0,0
94110803,146924.2,877007.87,5718.0,1971.8,1
39848739,67155.22,198914.52,145.0,797.9,0
65411135,22946.0,401499.72,2410.0,1350.0,0
5306200,2159800.0,2148707.55,3010.85,0.0,1
73021118,134087.75,265427.81,7154.5,7154.55,0
75888217,7530.0,102640.73,0.0,0.0,0
65526075,283782.97000000003,857008.87,16724.85,6038.75,0
75610771,0.0,113115.25,0.0,0.0,0
24953128,1438477.11,1548526.54,1512.0,0.0,0
31505410,52030.0,1391757.84,10287.5,11253.73,0
418693,0.0,195700.0,0.0,0.0,0
39186764,577888.0,480671.01,1918.0,19976.2,0
33394172,16441.0,798748.31,0.0,0.0,0
51639842,0.0,235502.78,0.0,0.0,0
73355686,109950.0,290235.31,55.0,81.0,0
83260097,41291.0,721178.65,9386.0,0.0,1
69065209,27407453.73,27653368.77,176993.55,80301.37,1
76010375,766038.0,763716.08,0.0,0.0,1
33008397,95690.0,143490.8,0.0,0.0,1
615526,504850.0,1119183.85,12446.0,2291.0,1
52787907,397042.0,766149.99,21546.0,11114.0,0
6794075,26313739.93,29566207.18,7061.6,59780.0,0
57643619,1662119.19,2550813.86,0.0,2843.0,1
69711372,821598.78,1963070.85,26075.17,13795.55,1
50167807,1890256.96,1815214.09,13035.0,40820.3,1
46449412,191342.84,419306.13,0.0,0.0,0
99911226,0.0,545179.88,0.0,0.0,0
29766846,0.0,239700.0,0.0,0.0,0
68018851,448990.0,259619.85,0.0,0.0,0
36881891,1001.85,200916.61,820.0,0.0,1
86985779,121700.0,673443.17,5754.0,2344.8,0
14331004,20532920.88,20820040.28,0.0,0.0,1
2889863,100400.0,512083.9,0.0,0.0,0
68334543,317414.41,917062.37,1320.0,3245.0,1
43030014,288700.0,479136.76,16693.35,2924.25,1
60545607,499583.49,531357.9,10830.0,11277.32,0
71188696,627367.2,592343.17,7982.29,110.7,0
95891468,0.0,318101.0,0.0,0.0,1
67087806,111320.0,380877.96,0.0,657.4,0
21947799,19e3,18609.45,0.0,0.0,0
63030316,4369565.0,18626733.3,0.0,0.0,1
45728264,433921.0,825417.8,1985.0,1190.0,1
28209124,64510.0,133143.64,0.0,0.0,0
14100143,213910.0,215680.54,1477.0,0.0,1
68449618,1405660.0,1658393.47,30268.39,18802.5,1
87110807,9139.38,203756.18,0.0,0.0,0
47862820,46e3,149233.0,0.0,0.0,0
23910067,136016.0,238833.99,6988.06,2911.1,0
281727,29e3,996452.54,8389.0,0.0,1
1541259,87e3,67968.46,4180.0,2774.25,1
33605846,12500.0,54103.2,244.0,0.0,1
23840539,2e3,49993.37,0.0,0.0,0
93031933,10300.0,26822.7,0.0,0.0,0
68050945,100.0,294146.0,0.0,2091.6,0
95696045,22e3,1867.58,0.0,0.0,1
4747261,0.0,80570.15,247.0,7647.0,1
47314303,0.0,10841.36,0.0,0.0,0
69279297,130500.0,1353529.25,0.0,1473.0,0
82890368,583500.0,578112.73,0.0,0.0,0
12652859,184339.7,474855.15,0.0,44543.22,0
70490446,267872.05,199557.9,6842.1,1044.0,0
78603934,290323.15,333599.94,2091.0,0.0,1
32312405,70151.0,127182.06999999999,0.0,490.0,0
48730144,183932.0,334830.94,0.0,0.0,1
16048969,1545877.85,1692274.79,2845.0,27897.18,0
70168817,163520.0,242220.32,0.0,0.0,1
11234608,118571.0,390276.12,0.0,0.0,0
48447048,44048.0,150665.37,0.0,0.0,0
77326951,100300.0,158096.38,978.0,0.0,0
82226539,599.0,244007.4,0.0,2368.2000000000003,0
28008761,1414655.0,1418450.67,11872.0,0.0,1
34964311,4100.0,134185.94,0.0,0.0,0
3938989,28940.0,98964.09,0.0,0.0,0
74504524,480516.3,448283.73,9554.5,756.0,1
52549295,87224.0,454813.82,3122.61,349.0,1
16751713,949526.94,1121094.4,23992.0,9010.05,0
13893103,101150.0,521313.35,150.0,0.0,1
93523674,177008.66,615510.15,0.0,0.0,0
22787448,28550.0,158646.12,1441.5,0.0,0
21650358,111155.58,471114.92,1122.0,76.3,0
52114084,63300.0,441365.5,0.0,0.0,1
68003889,63150.0,81327.48,768.0,732.3,0
5021691,61750.0,245479.79,0.0,0.0,1
3323243,24950.0,454294.0,0.0,0.0,1
15955193,142881.0,480268.82,4968.0,0.0,0
53799749,3e4,407835.77999999997,0.0,2600.0,0
24497218,9653683.41,11180490.8,21593.0,650.89,1
12739123,116300.0,784479.07,1318.0,12112.62,0
37586404,2600.0,375880.9,0.0,339.2,0
12987697,32050.0,399770.35,0.0,0.0,0
71547641,87099.0,282654.59,1525.0,130.0,1
32327379,1460942.0,1293016.96,3400.0,1499.2,0
92148250,500.0,68727.2,0.0,0.0,0
99673663,250.0,172405.87,0.0,0.0,0
12997681,829929.0,788009.61,195.0,0.0,1
18828201,0.0,170230.0,0.0,0.0,0
39002460,180593.93,607604.93,1595.0,779.4,0
54365767,68012.0,1074673.57,0.0,0.0,1
99985917,234e3,219257.0,0.0,0.0,0
52665452,480008.64,498419.6,65.0,0.0,0
54250589,486133.06,808325.94,34327.0,4655.0,1
12434084,46700.0,346961.26,240.0,460.0,0
92244512,119762.77,562033.3,15541.34,1271.8,1
51392158,44328.0,95865.67,0.0,2e3,1
7286014,25590.0,107238.36,3983.0,746.0,0
28336912,5e3,118229.63,0.0,0.0,1
44982602,131303.0,254712.19,0.0,0.0,0
41666340,207036.58,506672.15,2950.0,718.9,1
92055019,1038900.0,1220681.52,1040.0,9066.9,0
18072028,8e3,142951.88,0.0,0.0,0
20789093,495303.4,472852.15,9739.0,310.0,0
70570397,353692.9,1205450.65,0.0,0.0,1
81671241,3867225.4,70910190.66,398.0,0.0,1
36981135,111155.0,110616.28,85.0,0.0,1
62337080,321250.0,1090514.13,638.0,0.0,0
26865893,617555.88,1299339.01,30184.97,5191.43,0
4775887,200746.04,228062.89,0.0,0.0,1
81181832,198380.0,500887.5,967.0,0.0,1
9688107,451500.0,1141627.01,274.46,0.0,0
69909483,648438.54,1073554.03,7677.0,0.0,1
36444703,417727.85,413941.42,6552.0,1480.5,0
81294046,195376.0,666510.74,0.0,0.0,1
84580615,31e3,36210.0,0.0,0.0,0
83729700,15500.0,134045.82,0.0,0.0,0
40034321,444450.0,1065855.51,2450.0,487.0,1
11267999,186500.0,600528.83,4639.0,2156.0,0
16984655,314281.0,623667.87,9153.0,0.0,1
98640445,28165.0,54408.3,0.0,0.0,0
47572617,164783.32,328612.27,50052.2,0.0,1
20711131,26500.0,482299.34,249.0,3724.5,0
16410393,55752.59,70208.26,0.0,0.0,0
54783576,166904.0,1162852.3,21540.61,17690.3,0
12746283,875790.0,540837.16,3084.0,72561.25,0
92337108,506800.0,278332.34,321.0,0.0,0
74101940,36713.0,300838.09,3672.7,0.0,1
50183949,146800.0,139553.0,0.0,0.0,1
78291801,8e3,96460.0,0.0,0.0,0
14362107,136918.8,432058.64,0.0,0.0,0
33804848,137077.65,193986.9,1355.0,0.0,0
85169712,585925.5,830260.74,10527.4,11516.9,0
79091959,28200.0,526361.74,0.0,0.0,1
69702084,30100.0,897647.5,0.0,0.0,0
49188073,135643.34,856308.1,61531.8,2753.5,1
79180109,46642.0,46041.57,0.0,0.0,1
33247582,3e4,441550.98,7770.0,0.0,1
99074102,1536146.68,1852940.83,0.0,0.0,0
6966209,0.0,177784.52,0.0,0.0,1
86819230,349610.76,339476.52,5466.3,381.9,0
12542015,1030799.0,1011509.83,15126.8,25819.86,0
11994958,38745.0,364600.06,262.0,0.0,0
36642100,3680.0,262776.0,0.0,7179.8,0
21770327,63560.0,255521.98,0.0,0.0,1
23652302,1140504.31,1049250.5,16708.77,6096.54,0
73117800,1321214.0,1386584.82,20615.0,6468.34,1
52541358,240830.0,553409.71,0.0,1742.0,0
37399762,70200.0,152200.0,0.0,0.0,1
35699164,44344.0,57364.04,1273.0,3157.0,0
23194817,122670.0,69067.51,0.0,0.0,0
15004238,71030.0,266252.82,725.0,0.0,1
29099060,26999.0,365865.34,2152.0,5628.28,0
31613863,221733.75,744984.77,6497.0,15812.39,0
59349430,0.0,165456.0,0.0,0.0,0
68833534,153918.0,454986.47,8250.45,1540.0,1
71827865,611700.0,1559507.27,34071.5,0.0,1
52575122,31144.38,27752.76,2456.69,0.0,0
45431782,0.0,10300.0,0.0,0.0,1
75915257,200.0,758762.81,649.32,105.3,1
26344467,228453.0,544810.43,12399.39,0.0,1
91512720,879460.0,886726.18,2146.0,0.0,1
61912590,0.0,331600.0,0.0,0.0,0
35617442,2e3,410108.0,263.0,0.0,0
5808030,542.21,177604.71,0.0,3562.5,1
39653282,3400.0,70109.01,0.0,0.0,0
76804274,157157.21,840173.74,7254.0,11175.0,0
41600750,108651.31,434648.06,8600.1,10113.15,0
32718661,816.0,225192.18,0.0,2807.3,0
91330600,599556.0,1068881.82,12310.0,1349.25,1
99048480,406833.61,511114.6,62286.07,0.0,1
48156344,119100.0,1065701.38,25098.0,0.0,1
61799579,110051.0,371424.93,19247.63,9208.4,0
48655419,181200.62,319243.97,0.0,0.0,0
80288115,525859.0,522395.2,0.0,2670.5,0
36611764,82700.0,59532.3,0.0,0.0,0
46653901,3060.0,25277.53,0.0,0.0,0
49078030,126e3,671096.0,0.0,0.0,1
85572010,2241134.72,2385841.14,19082.61,6305.0,0
21928402,21634.61,738031.34,835.0,0.0,0
21153587,174510.0,389832.08,450.0,0.0,1
6022714,87150.0,116931.14,0.0,0.0,1
9055616,2203424.67,8663581.87,63741.16,49669.4,0
55923386,22800.0,269862.62,100.0,1e3,0
76149190,11e3,169415.0,0.0,0.0,1
35819316,15680.3,351487.62,2519.0,0.0,0
23147675,536275.0,914410.45,517.0,0.0,0
99999680,268576.0,1019213.95,1027.0,220.0,1
52267133,48250.0,70355.79,0.0,0.0,1
9211054,50500.0,454492.0,0.0,0.0,1
96819546,1011e3,1908299.61,4435.3,0.0,0
47765941,112048.0,86960.21,4173.0,0.0,1
35640160,231640.0,264517.93,0.0,238.0,0
39262084,426300.0,425133.7,2213.0,0.0,1
63254157,368050.0,1425837.06,14668.0,78.0,1
73215364,92850.0,269027.95,115.0,3525.0,0
76563396,5e3,170002.82,396.0,443.75,0
6915116,16010.0,110999.49,0.0,0.0,0
86305054,778201.89,1710908.83,0.0,0.0,1
12239681,77e3,116510.0,0.0,0.0,1
80600060,0.0,211979.96,0.0,0.0,1
99836889,52300.0,52277.65,0.0,0.0,1
72446283,101800.0,96685.14,561.0,0.0,0
48857176,32600.0,295998.67,0.0,928.85,0
22199923,226007.0,1664954.52,5418.0,0.0,1
62735787,513291.7,879824.48,4474.0,21359.48,0
60808677,0.0,242750.0,0.0,0.0,1
26996112,624455.0,623728.2,609.0,0.0,0
69131449,822878.0,827065.77,440.0,0.0,1
26392084,592629.59,703238.79,906.0,308.0,0
56309305,33900.0,211773.4,0.0,0.0,0
19158728,267050.45,320445.52,1220.0,0.0,1
52597818,103600.0,7419.16,0.0,0.0,1
25460787,9630.0,400.0,0.0,0.0,0
86719987,30100.0,78534.9,0.0,0.0,0
44965738,1693045.49,2658731.06,16543.34,17401.61,0
5418695,9800.0,303539.97,195.0,0.0,0
571978,28850.0,497891.59,4749.45,6005.3,1
44848119,45e3,290778.58,0.0,0.0,1
41993000,62500.0,95413.96,0.0,0.0,0
84282939,27250.0,402109.8,0.0,0.0,0
82312406,0.0,146029.86,0.0,0.0,0
28550386,126923.08,374884.93,2553.01,4132.86,0
68257594,23500.0,582348.78,0.0,0.0,0
96734400,202e3,389652.44,0.0,0.0,0
25446500,636293.0,776184.95,1085.0,4050.0,0
48285503,1013237.69,1016984.97,0.0,0.0,0
50155612,0.0,152812.59,0.0,6e3,1
91973819,2038770.0,2651044.98,8171.0,145.5,1
60708146,5e3,280200.0,0.0,0.0,0
70475688,50380.0,156518.3,1957.0,23863.0,0
97631974,2499.0,412869.24,5863.3,2971.0,0
58615216,3e3,219699.0,0.0,0.0,1
14548818,250750.0,1646283.67,9674.0,0.0,0
97513532,0.0,4250.0,0.0,0.0,0
45723574,150655.83,253887.71,0.0,0.0,1
41750378,2311590.0,2287474.94,0.0,0.0,1
77277302,0.0,692400.0,0.0,0.0,1
55804409,358658.52,273422.31,220.0,721.0,1
85068765,867036.45,1482646.71,1322.0,24251.1,0
85745529,303400.0,550600.0,0.0,0.0,1
69487700,14916.0,20810.33,530.0,0.0,0
47994079,174582.12,386057.98,2950.0,4045.41,0
89608665,75043.0,74910.72,693.0,135.0,0
3075545,732363.05,953164.0,14132.0,1788.3,0
46416045,90550.0,100274.46,0.0,250.0,0
44124460,51300.82,780146.83,2758.0,0.0,0
17670150,1191199.0,1178096.78,6640.0,11746.25,1
5128692,7e3,2860.0,0.0,0.0,0
30334335,759510.31,784114.62,5507.68,0.0,1
1394168,118750.0,418542.57,683.0,0.0,1
66572743,156777.84,1032700.82,13742.0,16350.75,0
10774706,0.0,233787.11,0.0,0.0,1
27813466,828624.77,2320828.7,1520.0,2675.25,0
39944012,61169.77,625992.82,2505.2,7917.9,0
75825876,455259.96,769985.82,135.0,0.0,0
94968016,58685.01,295079.87,0.0,0.0,1
22954574,102110.6,375712.91,3232.6,2367.1,0
85886762,12e4,963703.55,0.0,0.0,0
70610300,398310.6,265755.67,365.0,9757.7,0
26529456,28003.0,27667.61,0.0,0.0,0
69685927,690146.76,412897.33,1984.0,2499.4,0
90009918,109050.0,811406.28,1742.0,20450.7,0
54424754,240650.0,1475233.66,6770.23,3767.0,1
16393345,112510.0,119065.36,0.0,0.0,1
21019874,4473.6,484313.25,95.0,1673.5,1
16395398,125318.79,356731.04,516.0,2849.4,0
72430723,326115.0,223846.51,10900.1,750.0,1
53253983,0.0,826998.63,127314.5,6152.8,0
34757571,128900.0,390435.73,0.0,0.0,1
80378441,103600.0,534698.13,3647.0,0.0,0
60384959,347050.0,1296703.88,1322.0,1154.65,1
31385,55716.0,152781.24,115.0,269.0,0
79234235,942233.0,1540257.52,19138.0,8730.0,1
89473077,136031.0,508628.65,1404.24,0.0,1
41326260,31930.0,376522.77,1495.1,0.0,0
31625291,0.0,37279.43,0.0,0.0,1
70668898,3783086.0,3696889.51,20434.0,0.0,1
62745906,257500.0,826411.8,30277.0,10533.0,1
32087727,53460.0,380434.71,0.0,0.0,0
82950081,45182.0,967970.71,87572.5,19854.34,0
44953616,164515.27,203189.41,0.0,0.0,0
82382602,42649.0,454186.76,1813.27,4265.94,1
80229606,1915266.32,17851844.47,26922.7,1808.9,1
13389616,364050.5,489660.88,0.0,398.0,0
14212610,100909.0,425426.3,3735.1,0.0,0
69859713,0.0,238700.0,0.0,0.0,0
52084036,739850.0,814512.14,0.0,0.0,0
547551,1375630.0,1359279.09,0.0,0.0,1
57945406,2082329.42,3743387.32,38744.5,3135.0,1
22669958,3408302.96,3767226.01,4520.0,0.0,1
48434170,41000.5,786705.3,6959.8,3781.3900000000003,1
25174482,249310.0,243127.44,1177.27,249.0,0
33455666,344598.0,404453.9,23200.7,8740.4,0
73924399,251988.0,373717.52,21578.39,0.0,1
42426678,1201664.91,1264328.35,12121.81,0.0,1
9406402,629200.0,657849.27,1505.0,0.0,1
68566919,12e3,110732.92,0.0,0.0,0
9030676,102500.0,2083127.03,0.0,6538.0,1
50559876,356350.0,1963006.83,780.0,12708.4,1
93209091,5e3,84924.75,0.0,0.0,0
67628722,1478951.02,1578515.75,7780.0,4449.0,1
87474247,0.0,146548.78,0.0,0.0,1
31099458,63950.0,983554.77,0.0,4239.0,0
92052392,510602.0,679688.75,0.0,0.0,1
66336866,1283669.3,1156787.47,10312.0,1553.0,0
63738439,12700.0,140591.0,0.0,0.0,0
99581668,17e3,116433.57,0.0,0.0,0
65220358,1216550.0,1442829.81,2635.0,821.17,1
96118953,135753.0,136987.44,178.0,0.0,0
49330434,96401.0,350905.08,0.0,0.0,0
70466873,15350.0,1030010.07,1150.0,0.0,1
85373071,14722617.18,32066536.81,12659.0,5015.0,1
89434545,0.0,192950.0,0.0,0.0,1
15570959,254626.0,572237.27,3864.0,4788.9,0
91417170,64010.0,305038.14,8960.86,190.0,0
34715212,181759.5,157831.34,0.0,3232.75,0
19787819,576500.0,689240.51,2268.0,0.0,1
27391443,1e4,268086.26,78.0,0.0,0
85459902,49824.0,107089.0,0.0,0.0,0
83298429,200625.0,440932.38,4542.5,2464.8,0
9108377,306929.91,233358.33,2150.0,3350.0,1
54022699,493488.12,952417.5,0.0,4693.87,0
71418107,35482.0,202715.75,0.0,0.0,0
71083746,220772.65,1133840.79,0.0,0.0,1
5030826,2930440.69,3799481.95,6135.96,0.0,1
99225265,724320.63,708462.97,10359.5,1049.0,0
50940,2400.0,78526.95,96.0,0.0,0
71996109,772275.0,1344616.19,3807.0,0.0,1
45148188,744732.0,691397.22,30537.5,0.0,0
49288762,5348557.22,4261483.57,0.0,0.0,0
94820148,41100.0,438426.0,0.0,0.0,0
27116193,36200.0,346807.0,0.0,0.0,1
54518053,307203.0,698048.35,0.0,0.0,1
98800312,1295500.0,1259658.64,21928.85,719.37,1
90885347,329830.0,586614.0,0.0,0.0,1
16862454,341895.0,341701.73,0.0,0.0,1
5307689,100023.85,136791.0,0.0,1008.0,0
37863592,136215.82,467886.07,1519.0,5860.5,0
11349383,99750.0,431379.29,0.0,2034.1,0
41980781,26100.0,549525.24,7133.0,0.0,1
4077097,533089.8,1320127.8,3335.9,13236.0,0
34157582,116475.0,111219.59,215.0,484.8,0
44391595,83500.0,93248.9,0.0,0.0,0
62713498,646431.08,850945.91,12504.5,44027.65,0
73599818,208740.0,337277.15,420.0,0.0,0
86416983,250.0,346593.4,0.0,0.0,1
71979180,288580.0,729158.87,369.0,0.0,1
21580278,720998.86,670521.27,8753.78,0.0,1
7292705,6659542.5,10037911.97,3994.0,0.0,1
43756578,829800.0,972330.85,1029.0,0.0,0
25646885,0.0,307200.0,0.0,0.0,1
9978856,773469.14,396517.74,2104.0,0.0,0
44963302,5e3,957932.8,14317.6,0.0,1
75050874,22750.0,127841.9,0.0,0.0,0
23446972,199208.0,670232.93,14307.0,646.5,1
4641952,74531.48,79047.91,0.0,0.0,0
15621179,718203.0,1994408.65,61500.0,1947.0,1
69573049,300499.0,277051.48,0.0,0.0,0
94671654,54150.0,40453.18,109.0,0.0,0
8318445,98731.0,394808.04,0.0,0.0,1
7771402,1177100.0,1253486.6,2554.7,155.5,0
79751608,86442.0,561016.81,14144.1,0.0,1
53602776,257100.0,136919.34,0.0,0.0,1
62106307,183550.0,472191.29,4224.0,0.0,1
45437793,86152.0,291057.08,847.5,54.0,0
31096798,91827.75,740526.15,102.0,3605.5,0
86009970,45480.0,333110.97,1263.0,0.0,1
98949813,4e3,419966.34,1073.0,759.2,0
51365148,0.0,723981.11,0.0,0.0,0
86037173,1716761.65,1660097.81,774.0,0.0,0
51619523,5e4,566878.0,0.0,0.0,1
71627415,55e3,564936.32,802.0,0.0,0
44308350,0.0,256168.0,0.0,0.0,0
17661325,8390.0,261869.44,0.0,0.0,0
33175070,73515.0,151130.07,767.42,632.4,0
90286964,1264702.4,1260734.13,59146.44,0.0,1
56515142,239950.0,628036.59,658.0,292.0,0
48629324,396377.0,290894.96,820.0,2780.29,0
15515571,37250.0,431456.4,225.8,0.0,0
82454158,4e4,1126186.0,0.0,0.0,1
84712006,3064371.09,2111121.72,151.2,927.0999999999999,0
11627221,68450.0,303654.12,1567.0,0.0,1
44632666,2948737.55,2847850.25,1415.9,15497.0,0
81296606,249550.0,208060.4,3146.0,0.0,0
73125353,54600.0,51082.51,0.0,502.7,0
22000295,732520.0,924037.34,0.0,0.0,1
24224910,2505753.66,2205427.05,3648.0,0.0,1
70495971,842525.5,2872883.03,31761.84,4407.0,1
53979285,424500.0,1395860.18,0.0,580.0,1
39122979,58133.5,472188.48,210.0,5980.0,0
22972994,3500.0,175738.99,0.0,0.0,0
79027525,1088450.0,1194128.63,0.0,0.0,1
40322205,35350.0,129368.91,1226.0,0.0,0
42145577,525908.0,523802.63,466.0,0.0,1
